CONCEPTICON_ID	WORDNET_SYNSET	OPEN_WORDNET_ID	WORDNET_GLOSS	WORDNET_POS	WORDNET_DEFINITION
1569	n07850329	07850329-n	cheese	n	a solid food prepared from the pressed curd of milk
1571	v02242464	02242464-v	sell	v	exchange or deliver for money or its equivalent; "He sold his house in January"; "She sells her body to survive and support her drug habit"
1572	a02357810	02357810-a	amazed//astonied//astonished//astounded//stunned	a	filled with the emotional impact of overwhelming surprise or shock; "an amazed audience gave the magician a standing ovation"; "I stood enthralled, astonished by the vastness and majesty of the cathedral"; "astounded viewers wept at the pictures from the Oklahoma City bombing"; "stood in stunned silence"; "stunned scientists found not one but at least three viruses"
1574	v01904293	01904293-v	float//swim	v	be afloat either on or below a liquid surface and not sink to the bottom
1575	n02233338	02233338-n	cockroach//roach	n	any of numerous chiefly nocturnal insects; some are domestic pests
1576	v01504298	01504298-v	pile up//heap up//stack up	v	arrange into piles or stacks; "She piled up her books in my living room"
1579	v02655135	02655135-v	be	v	occupy a certain position or area; be somewhere; "Where is my umbrella?" "The toolshed is in the back"; "What is behind this behavior?"
1580	r00008600	00008600-r	entirely//exclusively//solely//alone//only	r	without any others being included or involved; "was entirely to blame"; "a school devoted entirely to the needs of problem children"; "he works for Mr. Smith exclusively"; "did it solely for money"; "the burden of proof rests on the prosecution alone"; "a privilege granted only to him"
1583	n05481095	05481095-n	brain//encephalon	n	that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord
1584	n05517837	05517837-n	blister//bulla//bleb	n	(pathology) an elevation of the skin filled with serous fluid
1585	v00014742	00014742-v	sleep//kip//slumber//log Z's//catch some Z's	v	be asleep
1586	v02124748	02124748-v	smell	v	inhale the odor of; perceive by the olfactory sense
1587	v02123672	02123672-v	smell	v	emit an odor; "The soup smells good"
1588	v02089984	02089984-v	turn	v	cause to move around or rotate; "turn a key"; "turn your palm this way"
1591	r00096333	00096333-r	up//upwards//upward//upwardly	r	spatially or metaphorically from a lower to a higher position; "look up!"; "the music surged up"; "the fragments flew upwards"; "prices soared upwards"; "upwardly mobile"
1592	n05552607	05552607-n	thorax//chest//pectus	n	the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates
1593	a00690058	00690058-a	deep	a	having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination; "a deep well"; "a deep dive"; "deep water"; "a deep casserole"; "a deep gash"; "deep massage"; "deep pressure receptors in muscles"; "deep shelves"; "a deep closet"; "surrounded by a deep yard"; "hit the ball to deep center field"; "in deep space"; "waist-deep"
1594	n07569106	07569106-n	flour	n	fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain
1595	n13833375	13833375-n	south//due south//southward//S	n	the cardinal compass point that is at 180 degrees
1596	n03682487	03682487-n	lock	n	a fastener fitted to a door or drawer to keep it firmly closed
1597	n02691156	02691156-n	airplane//aeroplane//plane	n	an aircraft that has a fixed wing and is powered by propellers or jets; "the flight was delayed due to trouble with the airplane"
1598	n13831176	13831176-n	north//due north//northward//N	n	the cardinal compass point that is at 0 or 360 degrees
1599	n06286395	06286395-n	word	n	a unit of language that native speakers can identify; "words are the blocks from which sentences are made"; "he hardly said ten words all morning"
1600	n04230808	04230808-n	skirt	n	a garment hanging from the waist; worn mainly by girls and women
1601	a02324397	02324397-a	weak	a	wanting in physical strength; "a weak pillar"
1602	v00018526	00018526-v	wake up//awake//arouse//awaken//wake//come alive//waken	v	stop sleeping; "She woke up to the sound of the alarm clock"
1603	n03788195	03788195-n	mosque	n	(Islam) a Muslim place of worship that usually has a minaret
1604	n05602683	05602683-n	temple	n	the flat area on either side of the forehead; "the veins in his temple throbbed"
1605	n05540121	05540121-n	skull	n	the bony skeleton of the head of vertebrates
1607	v01774136	01774136-v	hate//detest	v	dislike intensely; feel antipathy or aversion towards; "I hate Mexican food"; "She detests politicians"
1608	v02169891	02169891-v	listen	v	hear with intention; "Listen to the sound of this cello"
1609	n05833840	05833840-n	idea//thought	n	the content of cognition; the main thing you are thinking about; "it was not a good idea"; "the thought never entered my mind"
1610	n10485440	10485440-n	prostitute//cocotte//whore//harlot//bawd//tart//cyprian//fancy woman//working girl//sporting lady//lady of pleasure//woman of the street	n	a woman who engages in sexual intercourse for money
1611	v02384686	02384686-v	invite//ask over//ask round	v	invite someone to one's house; "Can I invite you for dinner on Sunday night?"
1612	n06624161	06624161-n	letter//missive	n	a written message addressed to a person or organization; "mailed an indignant letter to the editor"
1613	n04956594	04956594-n	color//colour//coloring//colouring	n	a visual attribute of things that results from the light they emit or transmit or reflect; "a white color is made up of many different wavelengths of light"
1616	n03309808	03309808-n	fabric//cloth//material//textile	n	artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; "the fabric in the curtains was light and semitransparent"; "woven cloth originated in Mesopotamia around 5000 BC"; "she measured off enough material for a dress"
1617	n10141590	10141590-n	grandchild	n	a child of your son or daughter
1618	n10143299	10143299-n	grandson	n	a male grandchild
1619	n10141732	10141732-n	granddaughter	n	a female grandchild
1620	n10624074	10624074-n	son//boy	n	a male human offspring; "their son became a famous judge"; "his boy is taller than he is"
1621	v00004819	00004819-v	sneeze	v	exhale spasmodically, as when an irritant entered one's nose; "Pepper makes me sneeze"
1622	n04197391	04197391-n	shirt	n	a garment worn on the upper half of the body
1623	v00963570	00963570-v	speak//talk	v	use language; "the baby talks already"; "the prisoner won't speak"; "they speak a strange dialect"
1624	a01086545	01086545-a	empty	a	holding or containing nothing; "an empty glass"; "an empty room"; "full of empty seats"; "empty hours"
1625	a00095280	00095280-a	dead	a	no longer having or seeming to have or expecting to have life; "the nerve is dead"; "a dead pallor"; "he was marked as a dead man by the assassin"
1626	v00939277	00939277-v	explain//explicate	v	make plain and comprehensible; "He explained the laws of physics to his students"
1627	n02999410	02999410-n	chain	n	a series of (usually metal) rings or links fitted into one another to make a flexible ligament
1628	n02355227	02355227-n	squirrel	n	a kind of arboreal rodent having a long bushy tail
1629	n15166462	15166462-n	evening//eve//even//eventide	n	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall); "he enjoyed the evening light across the lake"
1631	r00086000	00086000-r	fast	r	quickly or rapidly (often used as a combining form); "how fast can he get here?"; "ran as fast as he could"; "needs medical help fast"; "fast-running rivers"; "fast-breaking news"; "fast-opening (or fast-closing) shutters"
1632	n03365592	03365592-n	floor//flooring	n	the inside lower horizontal surface (as of a room, hallway, tent, or other structure); "they needed rugs to cover the bare floors"; "we spread our sleeping bags on the dry floor of the tent"
1633	a00910101	00910101-a	flat//level//plane	a	having a surface without slope, tilt in which no part is higher or lower than another; "a flat desk"; "acres of level farmland"; "a plane surface"; "skirts sewn with fine flat seams"
1634	a02196107	02196107-a	hundred//one hundred//100//c	a	being ten more than ninety
1635	v02542795	02542795-v	obey	v	be obedient to
1639	n07886849	07886849-n	beer	n	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops
1640	n10595164	10595164-n	sibling//sib	n	a person's brother or sister
1641	n04219424	04219424-n	silk	n	a fabric made from the fine threads produced by certain insect larvae
1642	n10357613	10357613-n	niece	n	a daughter of your brother or sister
1643	n09972010	09972010-n	cousin//first cousin//cousin-german//full cousin	n	the child of your aunt or uncle
1644	n10235549	10235549-n	relative//relation	n	a person related by blood or marriage; "police are searching for relatives of the deceased"; "he has distant relations back in New Jersey"
1645	a01436003	01436003-a	short	a	(primarily spatial sense) having little length or lacking in length; "short skirts"; "short hair"; "the board was a foot short"; "a short toss"
1646	n10084295	10084295-n	female child//girl//little girl	n	a youthful female person; "the baby was a girl"; "the girls were just learning to ride a tricycle"
1647	n02376791	02376791-n	colt	n	a young male horse under the age of four
1648	n02725872	02725872-n	anvil	n	a heavy block of iron or steel on which hot metals are shaped by hammering
1651	n05405324	05405324-n	tear//teardrop	n	a drop of the clear salty saline solution secreted by the lacrimal glands; "his story brought tears to her eyes"
1653	a02158826	02158826-a	blind//unsighted	a	unable to see; "a person is blind to the extent that he must devise alternative techniques to do efficiently those things he would do with sight if he had normal vision"--Kenneth Jernigan
1654	n11475279	11475279-n	lightning	n	abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light
1655	v00007739	00007739-v	blink//wink//nictitate//nictate	v	briefly shut the eyes; "The TV announcer never seems to blink"
1656	r00020759	00020759-r	never//ne'er	r	not ever; at no time in the past or future; "I have never been to China"; "I shall never forget this day"; "had never seen a circus"; "never on Sunday"; "I will never marry you!"
1657	a02460502	02460502-a	true	a	consistent with fact or reality; not false; "the story is true"; "it is undesirable to believe a proposition when there is no ground whatever for supposing it true"- B. Russell; "the true meaning of the statement"
1660	v02287618	02287618-v	lose	v	miss from one's possessions; lose sight of; "I've lost my glasses again!"
1662	n09233715	09233715-n	cape//ness	n	a strip of land projecting into a body of water
1663	n02818832	02818832-n	bed	n	a piece of furniture that provides a place to sleep; "he sat on the edge of the bed"; "the room had only a bed and chair"
1664	n04045397	04045397-n	raft	n	a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers
1666	a00151855	00151855-a	dumb//mute//silent	a	unable to speak because of hereditary deafness
1667	n09304465	09304465-n	hole	n	an opening into or through something
1668	n05833683	05833683-n	grief//sorrow	n	something that causes great unhappiness; "her death was a great grief to John"
1669	n09792555	09792555-n	ancestor//ascendant//ascendent//antecedent//root	n	someone from whom you are descended (but usually more remote than a grandparent)
1671	n04460130	04460130-n	tower	n	a structure taller than its diameter; can stand alone or be attached to a larger building
1672	v00993014	00993014-v	write	v	communicate or express by writing; "Please write to me every week"
1673	n05563770	05563770-n	arm	n	a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb
1674	a02022953	02022953-a	poor	a	having little money or few possessions; "deplored the gap between rich and poor countries"; "the proverbial poor artist living in a garret"
1675	v00884011	00884011-v	promise//assure	v	make a promise or commitment
1676	r00019339	00019339-r	always//ever//e'er	r	at all times; all the time and on every occasion; "I will always be there to help you"; "always arrives on time"; "there is always some pollution in the air"; "ever hoping to strike it rich"; "ever busy"
1677	n04603081	04603081-n	workshop//shop	n	small workplace where handcrafts or manufacturing are done
1678	n03547054	03547054-n	hovel//hut//hutch//shack//shanty	n	small crude shelter used as a dwelling
1680	n03513137	03513137-n	helmet	n	a protective headgear made of hard material to resist blows
1681	n05555688	05555688-n	waist//waistline	n	the narrowing of the body between the ribs and hips
1682	a01320988	01320988-a	guilty	a	responsible for or chargeable with a reprehensible act; "guilty of murder"; "the guilty person"; "secret guilty deeds"
1687	n06693198	06693198-n	praise//congratulations//kudos//extolment	n	an expression of approval and commendation; "he always appreciated praise for his work"
1689	v01198101	01198101-v	smoke	v	inhale and exhale smoke from cigarettes, cigars, pipes; "We never smoked marijuana"; "Do you smoke?"
1690	n03327234	03327234-n	fence//fencing	n	a barrier that serves to enclose an area
1692	n15164463	15164463-n	Friday//Fri	n	the sixth day of the week; the fifth working day
1693	n15164354	15164354-n	Thursday//Th	n	the fifth day of the week; the fourth working day
1694	n15164233	15164233-n	Wednesday//Midweek//Wed	n	the fourth day of the week; the third working day
1695	n15164105	15164105-n	Tuesday//Tues	n	the third day of the week; the second working day
1696	v01115585	01115585-v	surrender//give up	v	give up or agree to forgo to the power or possession of another; "The last Taleban fighters finally surrendered"
1697	n15163979	15163979-n	Monday//Mon	n	the second day of the week; the first working day
1699	n15163797	15163797-n	Sunday//Lord's Day//Dominicus//Sun	n	first day of the week; observed as a day of rest and worship by most Christians
1700	n15164570	15164570-n	Saturday//Sabbatum//Sat	n	the seventh and last day of the week; observed as the Sabbath by Jews and some Christians
1702	a02053818	02053818-a	holy	a	belonging to or derived from or associated with a divine power
1703	a02186833	02186833-a	six//6//vi//half dozen//half-dozen	a	denoting a quantity consisting of six items or units
1704	a02186970	02186970-a	seven//7//vii	a	being one more than six
1705	a02187073	02187073-a	eight//8//viii	a	being one more than seven
1706	a02187379	02187379-a	eleven//11//xi	a	being one more than ten
1707	a02187465	02187465-a	twelve//12//xii//dozen	a	denoting a quantity consisting of 12 items or units
1709	a02187793	02187793-a	fifteen//15//xv	a	being one more than fourteen
1710	a02188317	02188317-a	twenty//20//xx	a	denoting a quantity consisting of 20 items or units
1711	v00953216	00953216-v	tell//narrate//recount//recite	v	narrate or give a detailed account of; "Tell what happened"; "The father told a story to his child"
1712	n07226841	07226841-n	oath	n	a solemn promise, usually invoking a divine witness, regarding your future acts or behavior; "they took an oath of allegiance"
1719	v02456493	02456493-v	bury//entomb//inhume//inter//lay to rest	v	place in a grave or tomb; "Stalin was buried behind the Kremlin wall on Red Square"; "The pharaohs were entombed in the pyramids"; "My grandfather was laid to rest last Sunday"
1725	r00203922	00203922-r	correctly//right//aright	r	in an accurate manner; "the flower had been correctly depicted by his son"; "he guessed right"
1726	a02547317	02547317-a	wet	a	covered or soaked with a liquid such as water; "a wet bathing suit"; "wet sidewalks"; "wet weather"
1728	a01070538	01070538-a	rotten	a	having decayed or disintegrated; usually implies foulness; "dead and rotten in his grave"
1729	v01674717	01674717-v	braid//lace//plait	v	make by braiding or interlacing; "lace a tablecloth"
1730	n05602835	05602835-n	cheek	n	either side of the face below the eyes
1731	n14955889	14955889-n	mortar	n	used as a bond in masonry or for covering a wall
1732	n09436708	09436708-n	sky	n	the atmosphere and outer space as viewed from the earth
1733	n09403427	09403427-n	rainbow	n	an arc of colored light in the sky caused by refraction of the sun's rays by rain
1735	v01573515	01573515-v	tear//rupture//snap//bust	v	separate or cause to separate abruptly; "The rope snapped"; "tear the paper"
1740	n11608250	11608250-n	pine//pine tree//true pine	n	a coniferous tree
1743	v01295275	01295275-v	join//bring together	v	cause to become joined or linked; "join these two parts so that they fit together"
1744	n05333467	05333467-n	spleen//lien	n	a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses
1745	n05556325	05556325-n	hip	n	either side of the body below the waist and above the thigh
1747	n00413239	00413239-n	custom//usage//usance	n	accepted or habitual practice
1749	v01214265	01214265-v	take//get hold of	v	get into one's hands, take physically; "Take a cookie!"; "Can you take this bag, please"
1750	v00674607	00674607-v	choose//take//select//pick out	v	pick out, select, or choose from a number of alternatives; "Take any one of these cards"; "Choose a good husband for your daughter"; "She selected a pair of shoes from among the dozen the salesgirl had shown her"
1752	v02015598	02015598-v	exit//go out//get out//leave	v	move out of or depart from; "leave the room"; "the fugitive has left the country"
1753	n08617963	08617963-n	peak//crown//crest//top//tip//summit	n	the top or extreme point of something (usually a mountain or hill); "the view from the peak was magnificent"; "they clambered to the tip of Monadnock"; "the region is a few molecules wide at the summit"
1754	n02887970	02887970-n	bracelet//bangle	n	jewelry worn around the wrist for decoration
1756	n10780284	10780284-n	widow//widow woman	n	a woman whose husband is dead especially one who has not remarried
1757	a02431728	02431728-a	tired	a	depleted of strength or energy; "tired mothers with crying babies"; "too tired to eat"
1758	n09854218	09854218-n	big sister	n	an older sister
1759	n09853467	09853467-n	big brother	n	an older brother
1760	n10267311	10267311-n	little brother	n	a younger brother; "my little brother just had his 50th birthday"
1761	n10267865	10267865-n	little sister	n	a younger sister
1763	n03053474	03053474-n	club	n	stout stick that is larger at one end; "he carried a club in self defense"; "he felt as if he had been hit with a club"
1764	a00431004	00431004-a	obscure//vague	a	not clearly understood or expressed; "an obscure turn of phrase"; "an impulse to go off and fight certain obscure battles of his own spirit"-Anatole Broyard; "their descriptions of human behavior become vague, dull, and unclear"- P.A.Sorokin; "vague...forms of speech...have so long passed for mysteries of science"- John Locke
1766	v00484166	00484166-v	complete//finish	v	come or bring to a finish or an end; "He finished the dishes"; "She completed the requirements for her Master's Degree"; "The fastest runner finished the race in just over 2 hours; others finished in over 4 hours"
1767	v01308160	01308160-v	scrape//grate	v	scratch repeatedly; "The cat scraped at the armchair"
1768	n09282724	09282724-n	foam//froth	n	a mass of small bubbles formed in or on a liquid; "the beer had a thick head of foam"
1769	n02764779	02764779-n	axle	n	a shaft on which a wheel rotates
1770	n01758757	01758757-n	carcase//carcass	n	the dead body of an animal especially one slaughtered and dressed for food
1772	n02432983	02432983-n	elk//European elk//moose//Alces alces	n	large northern deer with enormous flattened antlers in the male; called `elk' in Europe and `moose' in North America
1773	n03455033	03455033-n	grave//tomb	n	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone); "he put flowers on his mother's grave"
1774	a01112573	01112573-a	stingy//ungenerous	a	unwilling to spend; "she practices economy without being stingy"; "an ungenerous response to the appeal for funds"
1775	n04379243	04379243-n	table	n	a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs; "it was a sturdy table"
1776	n07506569	07506569-n	shame	n	a painful emotion resulting from an awareness of inadequacy or guilt
1778	v02053941	02053941-v	approach//near//come on//go up//draw near//draw close//come near	v	move towards; "We were approaching our destination"; "They are drawing near"; "The enemy army came nearer and nearer"
1779	v02545045	02545045-v	dare	v	to be courageous enough to try or do something; "I don't dare call him", "she dares to dress differently from the others"
1781	n05567217	05567217-n	thumb//pollex	n	the thick short innermost digit of the forelimb
1782	n10150940	10150940-n	guest//invitee	n	a visitor to whom hospitality is extended
1783	n05724694	05724694-n	pain//pain sensation//painful sensation	n	a somatic sensation of acute discomfort; "as the intensity increased the sensation changed from tickle to pain"
1784	v01825237	01825237-v	desire//want	v	feel or have a desire for; want strongly; "I want to go home now"; "I want my own room"
1785	v01426397	01426397-v	sleep together//roll in the hay//love//make out//make love//sleep with//get laid//have sex//know//do it//be intimate//have intercourse//have it away//have it off//screw//fuck//jazz//eff//hump//lie with//bed//have a go at it//bang//get it on//bonk	v	have sexual intercourse with; "This student sleeps with everyone in her dorm"; "Adam knew Eve"; "Were you ever intimate with this man?"
1787	n03689157	03689157-n	loom	n	a textile machine for weaving yarn into a textile
1788	n04405907	04405907-n	television receiver//television//television set//tv//tv set//idiot box//boob tube//telly//goggle box	n	an electronic device that receives television signals and displays them on a screen; "the British call a tv set a telly"
1789	n04924103	04924103-n	age	n	how long something has existed; "it was replaced because of its age"
1790	n03661180	03661180-n	license plate//numberplate	n	a plate mounted on the front and back of car and bearing the car's registration number
1791	n02274259	02274259-n	butterfly	n	diurnal insect typically having a slender body with knobbed antennae and broad colorful wings
1792	n00772381	00772381-n	perjury//bearing false witness//lying under oath	n	criminal offense of making false statements under oath
1793	n02139199	02139199-n	bat//chiropteran	n	nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate
1794	n03406966	03406966-n	furrow	n	a long shallow trench in the ground (especially one made by a plow)
1801	n09918248	09918248-n	child//kid	n	a human offspring (son or daughter) of any age; "they had three children"; "they were able to send their kids to college"
1802	n04153751	04153751-n	screw	n	a fastener with a tapered threaded shank and a slotted head
1803	n15098161	15098161-n	wood	n	the hard fibrous lignified substance under the bark of trees
1804	n02866578	02866578-n	bomb	n	an explosive device fused to explode under specific conditions
1805	n00697365	00697365-n	injection//shot	n	the act of putting a liquid into the body by means of a syringe; "the nurse gave him a flu shot"
1806	v00348746	00348746-v	begin//lead off//start//commence	v	set in motion, cause to start; "The U.S. started a war in the Middle East"; "The Iraqis began hostilities"; "begin a new chapter in your life"
1807	n15166191	15166191-n	afternoon	n	the part of the day between noon and evening; "he spent a quiet afternoon in the park"
1808	n05417472	05417472-n	pus//purulence//suppuration//ichor//sanies//festering	n	a fluid product of inflammation
1810	n14540765	14540765-n	danger	n	the condition of being susceptible to harm or injury; "you are in no danger"; "there was widespread danger of disease"
1811	n07387509	07387509-n	noise	n	sound of any kind (especially unintelligible or dissonant sound); "he enjoyed the street noises"; "they heard indistinct noises of people talking"; "during the firework display that ended the gala the noise reached 98 decibels"
1812	v02530167	02530167-v	try//seek//attempt//essay//assay	v	make an effort or attempt; "He tried to shake off his fears"; "The infant had essayed a few wobbly steps"; "The police attempted to stop the thief"; "He sought to improve himself"; "She always seeks to do good in the world"
1814	v00842989	00842989-v	accuse//impeach//incriminate//criminate	v	bring an accusation against; level a charge against; "The neighbors accused the man of spousal abuse"
1817	n13834399	13834399-n	west//due west//westward//W	n	the cardinal compass point that is a 270 degrees
1818	v00698855	00698855-v	decide//settle//resolve//adjudicate	v	bring to an end; settle conclusively; "The case was decided"; "The judge decided the case in favor of the plaintiff"; "The father adjudicated when the sons were quarreling over their inheritance"
1819	v02130524	02130524-v	look	v	perceive with attention; direct one's gaze towards; "She looked over the expanse of land"; "Look at your child!"; "Look--a deer in the backyard!"
1820	n02131653	02131653-n	bear	n	massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws
1821	n02908217	02908217-n	brush	n	an implement that has hairs or bristles firmly set into a handle
1823	v02324026	02324026-v	borrow	v	get temporarily; "May I borrow your lawn mower?"
1825	n14635722	14635722-n	copper//Cu//atomic number 29	n	a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor
1828	v00752493	00752493-v	ask	v	make a request or demand for something to somebody; "She asked him for a loan"
1829	v01963942	01963942-v	jump//leap//bound//spring	v	move forward by leaps and bounds; "The horse bounded across the meadow"; "The child leapt across the puddle"; "Can you jump over the fence?"
1831	v02022804	02022804-v	meet	v	meet by design; be present at the arrival of; "Can you meet me at the train station?"
1833	n07575726	07575726-n	dinner	n	the main meal of the day served in the evening or at midday; "dinner will be at 8"; "on Sundays they had a large dinner when they returned from church"
1836	n05521111	05521111-n	vagina	n	the lower part of the female reproductive tract; a moist canal in female mammals extending from the labia minora to the uterus; "the vagina receives the penis during coitus"; "the vagina is elastic enough to allow the passage of a fetus"
1837	n05521636	05521636-n	vulva	n	external parts of the female genitalia
1838	n05556595	05556595-n	navel//umbilicus//bellybutton//belly button//omphalos//omphalus	n	a scar where the umbilical cord was attached; "you were not supposed to show your navel on television"; "they argued whether or not Adam had a navel"; "she had a tattoo just above her bellybutton"
1839	v00066191	00066191-v	cry//weep	v	shed tears because of sadness, rage, or pain; "She cried bitterly when she heard the news of his death"; "The girl in the wheelchair wept with frustration when she could not get up the stairs"
1840	v01654628	01654628-v	construct//build//make	v	make by combining materials and parts; "this little pig made his house out of straw"; "Some eccentric constructed an electric brassiere warmer"
1841	v00921072	00921072-v	suspect//surmise	v	imagine to be the case or true or probable; "I suspect he is a fugitive"; "I surmised that the butler did it"
1843	a02198752	02198752-a	thousand//one thousand//1000//m//k	a	denoting a quantity consisting of 1,000 items or units
1844	n02858304	02858304-n	boat	n	a small vessel for travel on water
1845	n13899404	13899404-n	ball//globe//orb	n	an object with a spherical shape; "a ball of fire"
1846	v02586619	02586619-v	govern//rule	v	exercise authority over; as of nations; "Who is governing the country now?"
1847	a02541302	02541302-a	ill//sick	a	affected by an impairment of normal physical or mental function; "ill from the monotony of his suffering"
1848	n07184149	07184149-n	quarrel//wrangle//row//words//run-in//dustup	n	an angry dispute; "they had a quarrel"; "they had words"
1849	v01946996	01946996-v	row	v	propel with oars; "row the boat across the lake"
1850	n03115180	03115180-n	cotton	n	fabric woven from cotton fibers
1851	n03972524	03972524-n	pocket	n	a small pouch inside a garment for carrying small articles
1852	r00035058	00035058-r	frequently//often//oftentimes//oft//ofttimes	r	many times at short intervals; "we often met over a cup of coffee"
1853	n01812337	01812337-n	dove	n	any of numerous small pigeons
1855	n12281241	12281241-n	birch//birch tree	n	any betulaceous tree or shrub of the genus Betula having a thin peeling bark
1856	a01152746	01152746-a	soft	a	yielding readily to pressure or weight
1857	n01698434	01698434-n	alligator//gator	n	either of two amphibious reptiles related to crocodiles but with shorter broader snouts
1858	n10093658	10093658-n	fisherman//fisher	n	someone whose occupation is catching fish
1859	a02202307	02202307-a	third//3rd//tertiary	a	coming next after the second and just before the fourth in position
1860	n02815071	02815071-n	bead	n	a small ball with a hole through the middle
1862	n02389559	02389559-n	domestic ass//donkey//Equus asinus	n	domestic beast of burden descended from the African wild ass; patient but stubborn
1866	v00981544	00981544-v	bumble//stutter//stammer//falter	v	speak haltingly; "The speaker faltered when he saw his opponent enter the room"
1867	n13388245	13388245-n	coin	n	a flat metal piece (usually a disc) used as money
1869	v02207206	02207206-v	buy//purchase	v	obtain by purchase; acquire by means of a financial transaction; "The family purchased a new car"; "The conglomerate acquired a new company"; "She buys for the big department store"
1870	n02709367	02709367-n	anchor//ground tackle	n	a mechanical device that prevents a vessel from moving
1871	n02437136	02437136-n	camel	n	cud-chewing mammal used as a draft or saddle animal in desert regions
1874	n07675627	07675627-n	sausage	n	highly seasoned minced meat stuffed in casings
1875	v01796582	01796582-v	repent//regret//rue	v	feel remorse for; feel sorry for; be contrite about
1876	n02433925	02433925-n	caribou//reindeer//Greenland caribou//Rangifer tarandus	n	Arctic deer with large antlers in both sexes; called `reindeer' in Eurasia and `caribou' in North America
1877	n13832355	13832355-n	east//due east//eastward//E	n	the cardinal compass point that is at 90 degrees
1879	v01708676	01708676-v	dance//trip the light fantastic//trip the light fantastic toe	v	move in a pattern; usually to musical accompaniment; do or perform a dance; "My husband and I like to dance at home to the radio"
1881	r00145713	00145713-r	enough//plenty	r	as much as necessary; "Have I eaten enough?"; (`plenty' is nonstandard) "I've had plenty, thanks"
1884	a01150915	01150915-a	hard	a	resisting weight or pressure
1886	n05549576	05549576-n	armpit//axilla//axillary cavity//axillary fossa	n	the hollow under the arm where it is joined to the shoulder; "they were up to their armpits in water"
1887	a00934199	00934199-a	cheap//inexpensive	a	relatively low in price or charging low prices; "it would have been cheap at twice the price"; "inexpensive family restaurants"
1888	n07985223	07985223-n	pair//brace	n	a set of two similar things considered as a unit
1889	n00378296	00378296-n	arson//incendiarism//fire-raising	n	malicious burning to destroy property; "the British term for arson is fire-raising"
1890	v00683280	00683280-v	believe	v	accept as true; take to be true; "I believed his report"; "We didn't believe his stories from the War"; "She believes in spirits"
1892	v01206218	01206218-v	touch	v	make physical contact with, come in contact with; "Touch the stone for good luck"; "She never touched her husband"
1893	n01806567	01806567-n	quail	n	small gallinaceous game birds
1895	n02728440	02728440-n	apparel//wearing apparel//dress//clothes	n	clothing in general; "she was refined in her choice of apparel"; "he always bought his clothes at the same store"; "fastidious about his dress"
1897	v02547586	02547586-v	help//assist//aid	v	give help or assistance; be of service; "Everyone helped out during the earthquake"; "Can you help me carry this table?"; "She never helps around the house"
1898	n04272054	04272054-n	spectacles//specs//eyeglasses//glasses	n	optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision
1899	a02075321	02075321-a	brainsick//crazy//demented//disturbed//mad//sick//unbalanced//unhinged	a	affected with madness or insanity; "a man who had gone mad"
1901	n04208210	04208210-n	shovel	n	a hand tool for lifting loose material; consists of a curved container or scoop and a handle
1902	v01799235	01799235-v	fail//betray	v	disappoint, prove undependable to; abandon, forsake; "His sense of smell failed him this time"; "His strength finally failed him"; "His children failed him in the crisis"
1903	n14315192	14315192-n	swelling//puffiness//lump	n	an abnormal protuberance or localized enlargement
1904	v00360501	00360501-v	drown	v	die from being submerged in water, getting water into the lungs, and asphyxiating; "The child drowned in the lake"
1905	n01613294	01613294-n	eagle//bird of Jove	n	any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight
1906	a02368787	02368787-a	sour	a	having a sharp biting taste
1909	v00559556	00559556-v	shake	v	bring to a specified condition by or as if by shaking; "He was shaken from his dreams"; "shake the salt out of the salt shaker"
1910	n01498041	01498041-n	stingray	n	large venomous ray with large barbed spines near the base of a thin whiplike tail capable of inflicting severe wounds
1911	v01854132	01854132-v	draw//take out	v	take liquid out of a container or well; "She drew water from the barrel"
1913	v01447257	01447257-v	press	v	exert pressure or force to or upon; "He pressed down on the boards"; "press your thumb on this spot"
1914	n13397174	13397174-n	debt	n	money or goods or services owed by one person to another
1915	n11620673	11620673-n	fir//fir tree//true fir	n	any of various evergreen trees of the genus Abies; chiefly of upland areas
1916	n02510769	02510769-n	gill//branchia	n	respiratory organ of aquatic animals that breathe oxygen dissolved in water
