ID	NUMBER	NUMBER_IN_SOURCE	ENGLISH	CHINESE	NUMBERS	GLOSSES	CONCEPTICON_ID	CONCEPTICON_GLOSS
Yang-2011-1014-958	958	945	1PL	我们	945,0 / 945,1	1PL / 1PL	1212	WE
Yang-2011-1014-959	959	946	1PL (inclusive)	咱们	946	1PL (inclusive)	1131	WE (INCLUSIVE)
Yang-2011-1014-960	960	947	2S	你	947	2S	1215	THOU
Yang-2011-1014-961	961	948	2PL	你们	948,0 / 948,1	2PL / 2PL	1213	YOU
Yang-2011-1014-962	962	949	3S	他	949	3S	262	HE OR SHE OR IT
Yang-2011-1014-963	963	950	3PL	他们	950,0 / 950,1	3PL / 3PL	817	THEY
Yang-2011-1014-964	964	951	3SR (another)	其他人／别人	951	3SR (another)		
Yang-2011-1014-965	965	952	self	自己	952	self	1993	SELF
Yang-2011-1014-966	966	953	another (thing)	另外	953	another (thing)	197	OTHER
Yang-2011-1014-967	967	954	POSS	的	954	POSS		
Yang-2011-1014-968	968	955	this (1)	这 (个)	955	this (1)	1214	THIS
Yang-2011-1014-969	969	956	this kind	这种	956	this kind		
Yang-2011-1014-970	970	957	here (1)	这里	957	here (1)	136	HERE
Yang-2011-1014-971	971	958	that one	那个	958	that one	78	THAT
Yang-2011-1014-972	972	959	that (higher)	那 (上位)	959	that (higher)		
Yang-2011-1014-973	973	960	that (lower)	那 (下位)	960	that (lower)		
Yang-2011-1014-974	974	961	that (far)	那 (远位)	961	that (far)		
Yang-2011-1014-975	975	962	there	那里	962	there	1937	THERE
Yang-2011-1014-976	976	963	in front	前面	963,2 / 963,0 / 963,1	in front / in front / in front	1883	IN FRONT OF
Yang-2011-1014-977	977	964	on the other side	对面	964	on the other side	885	OPPOSITE
Yang-2011-1014-978	978	965	behind	后面	965,0 / 965,1	behind / behind	1686	BEHIND
Yang-2011-1014-979	979	966	between	中间	966	between	689	BETWEEN
Yang-2011-1014-980	980	967	left	左边	967	left	244	LEFT
Yang-2011-1014-981	981	968	right	右边	968	right	1019	RIGHT
Yang-2011-1014-982	982	969	beside	旁边	969	beside	1816	BESIDE
Yang-2011-1014-983	983	970	side	边	970	side	682	SIDE
Yang-2011-1014-984	984	971	upon	上面	971	upon	1753	TOP
Yang-2011-1014-985	985	972	beneath	下面	972	beneath	690	BOTTOM
Yang-2011-1014-986	986	973	inside	里面	973	inside	1606	INSIDE
Yang-2011-1014-987	987	974	outside	外面	974	outside	762	OUTSIDE
Yang-2011-1014-988	988	975	everywhere	到处	975	everywhere	2999	EVERYWHERE
Yang-2011-1014-989	989	976	who?	谁?	976	who?	1235	WHO
Yang-2011-1014-990	990	977	what?	什么?	977	what?	1236	WHAT
Yang-2011-1014-991	991	978	where?	哪里?	978	where?	1237	WHERE
Yang-2011-1014-992	992	979	why?	为什么?	979	why?	1270	WHY
Yang-2011-1014-993	993	980	which (one)?	哪 (一个)?	980	which (one)?	727	WHICH
Yang-2011-1014-994	994	981	how?	怎么?	981	how?	1239	HOW
Yang-2011-1014-995	995	982	how much?	多少?	982	how much?	822	HOW MANY
Yang-2011-1014-996	996	983	now	现在	983	now	1376	NOW
Yang-2011-1014-997	997	984	just now	刚才	984	just now	84	JUST
Yang-2011-1014-998	998	985	before (sequential)	先 (先去)	985	before (sequential)	1882	BEFORE
Yang-2011-1014-999	999	986	after	后 (后去)	986	after	1685	AFTER
Yang-2011-1014-1000	1000	987	before (temporal)	以前	987	before (temporal)	1882	BEFORE
Yang-2011-1014-1001	1001	988	formerly	从前	988	formerly	2914	ONCE (IN THE PAST)
Yang-2011-1014-1002	1002	989	already	已经	989	already	2576	ALREADY
Yang-2011-1014-1003	1003	990	immediately	立刻	990	immediately	1963	IMMEDIATELY
Yang-2011-1014-1004	1004	991	frequently	常常 (常常来)	991	frequently	1852	OFTEN
Yang-2011-1014-1005	1005	992	slowly	慢慢 (慢慢走)	992	slowly	2165	SLOWLY
Yang-2011-1014-1006	1006	993	quickly	快快 (快快走)	993	quickly	3365	QUICKLY
Yang-2011-1014-1007	1007	994	very	很 (很漂亮)	994	very	1311	VERY
Yang-2011-1014-1008	1008	995	most	最 (最大)	995	most		
Yang-2011-1014-1009	1009	996	all	都 (大家都来)	996	all	98	ALL
Yang-2011-1014-1010	1010	997	again	再 (明天再来)	997	again	204	AGAIN
Yang-2011-1014-1011	1011	998	really; certainly	一定 (我一定去)	998	really; certainly	509	CERTAIN
Yang-2011-1014-1012	1012	999	not (NEG)	不 (他不来)	999	not (NEG)	1240	NOT
Yang-2011-1014-1013	1013	1000	don't	别 (别去)	1000	don't		
Yang-2011-1014-1014	1014	1001	each other	互相	1001	each other		
