ID	NUMBER	GERMAN	NEL_ID	LGC	LGC_SD	INF	RANKING_VALUE	RANK	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOSS
Dellert-2018-1016-124	124	Fell	Fell::N	0.234315221893276	0.095899482187351	11.1771802089648	0.906834321192531	337	580	FUR	Fell
Dellert-2018-1016-125	125	Flügel	Flügel::N	0.419967417910639	0.100282824809014	11.4546268991441	0.767492013794832	131	1257	WING	Flügel
Dellert-2018-1016-126	126	Klaue	Klaue::N	0.406834649655824	0.081426057973468	11.7226970118607	0.806118516495827	183	72	CLAW	Klaue
Dellert-2018-1016-127	127	Kralle	Kralle::N	0.296936377286667	0.12300964764336	11.7269903291161	0.90545629335361	331	2965	PAW	Kralle
Dellert-2018-1016-128	128	Schwanz	Schwanz::N	0.252800954680091	0.112961173232915	11.5415268886118	0.926631829649094	385	1220	TAIL	Schwanz
Dellert-2018-1016-129	129	Ei	Ei::N	0.387871794443528	0.100569919746768	11.8049054980983	0.831405934810651	206	744	EGG	Ei
Dellert-2018-1016-130	130	Nest	Nest::N	0.480091648266405	0.085169604825317	11.4164504185574	0.709562558415975	70	539	NEST	Nest
Dellert-2018-1016-131	131	Bau	Bau::N	0.245048496680594	0.124804385186217	11.163649811742	0.895821334161667	312	2949	LAIR	Bau
Dellert-2018-1016-132	132	Tier	Tier::N	0.281229226582047	0.094337207370389	13.983764402031	1.14527013627926	821	619	ANIMAL	Tier
Dellert-2018-1016-133	133	Herde	Herde::N	0.232043808144426	0.124527161428834	12.2557804441346	1.01673861708348	591	2939	FLOCK (OF ANIMALS)	Herde
Dellert-2018-1016-134	134	Kuh	Kuh::N	0.351192796579746	0.110229640412319	10.6315253224279	0.747079015321022	108	1007	COW	Kuh
Dellert-2018-1016-135	135	Bulle	Bulle::N	0.33038355607074	0.141904487813286	11.7679398198855	0.879448781524879	282	1008	BULL	Bulle
Dellert-2018-1016-136	136	Pferd	Pferd::N	0.342881385239746	0.118462995685176	10.8436243252062	0.775769185804847	139	615	HORSE	Pferd
Dellert-2018-1016-137	137	Schaf	Schaf::N	0.34377486335448	0.11503226898725	11.8454849745163	0.875151120432603	272	1331	SHEEP	Schaf
Dellert-2018-1016-138	138	Schwein	Schwein::N	0.363098610797701	0.103847541527273	12.0813038910582	0.881341639387887	286	1337	PIG	Schwein
Dellert-2018-1016-139	139	Hund	Hund::N	0.327828138209376	0.094271810466264	10.2564531978949	0.730599995401053	96	2009	DOG	Hund
Dellert-2018-1016-140	140	Katze	Katze::N	0.244199497323013	0.078462647602258	11.3769462096602	0.917915073375306	361	1208	CAT	Katze
Dellert-2018-1016-141	141	Bär	Bär::N	0.332720250094706	0.111167967184771	11.8219209864878	0.882743873563547	293	1820	BEAR	Bär
Dellert-2018-1016-142	142	Eichhörnchen	Eichhörnchen::N	0.396600813590941	0.101958431896683	14.2692687973048	1.06998614749863	700	1628	SQUIRREL	Eichhörnchen
Dellert-2018-1016-143	143	Elch	Elch::N	0.395271929526813	0.118443671822167	14.1854288660126	1.06279815002713	685	1772	ELK	Elch
Dellert-2018-1016-144	144	Fuchs	Fuchs::N	0.426856231248537	0.094640986156711	13.1287364129434	0.928703033170653	389	1312	FOX	Fuchs
Dellert-2018-1016-145	145	Hase	Hase::N	0.416154119702853	0.123369701401283	12.8004486030811	0.90550615257554	332	1190	HARE	Hase
Dellert-2018-1016-146	146	Maus	Maus::N	0.397472323720292	0.11127155211183	12.3474629886473	0.877021207516464	276	1491	MOUSE	Maus
Dellert-2018-1016-147	147	Wolf	Wolf::N	0.376428542676909	0.118409815089804	12.2066026000126	0.881874571592042	289	522	WOLF	Wolf
Dellert-2018-1016-148	148	Vogel	Vogel::N	0.38326314854268	0.122472026822145	12.2641492315215	0.881478089463737	287	937	BIRD	Vogel
Dellert-2018-1016-149	149	Schwarm	Schwarm::N	0.254483962184918	0.121709111990724	11.6378533536027	0.934749769393844	407	2974	SWARM (OF BIRDS)	Schwarm
Dellert-2018-1016-150	150	Huhn	Huhn::N	0.300903759345387	0.115914329937117	13.1562486253716	1.04481147912631	657	1318	CHICKEN	Huhn
Dellert-2018-1016-151	151	Hahn	Hahn::N	0.347888417261404	0.100688712020623	14.1109459687333	1.09799502133807	752	1511	ROOSTER	Hahn
Dellert-2018-1016-152	152	Gans	Gans::N	0.31780643534623	0.096091373955132	11.2651788969124	0.840492097879632	221	1187	GOOSE	Gans
Dellert-2018-1016-153	153	Adler	Adler::N	0.368258405935054	0.107842590040636	12.9945961861894	0.968027053277389	481	1905	EAGLE	Adler
Dellert-2018-1016-154	154	Ente	Ente::N	0.25261650546774	0.109617416052553	12.0466017199036	0.977305317069394	499	1360	DUCK	Ente
Dellert-2018-1016-155	155	Eule	Eule::N	0.334215440434061	0.132872351117072	13.4613323316147	1.04533933677081	660	735	OWL	Eule
Dellert-2018-1016-156	156	Kranich	Kranich::N	0.296960417921089	0.101700898260078	12.9532395433301	1.02805957820403	620	1830	CRANE	Kranich
Dellert-2018-1016-157	157	Krähe	Krähe::N	0.352020833823537	0.106142221913425	12.6773160623645	0.950912855795271	442	913	CROW	Krähe
Dellert-2018-1016-158	158	Kuckuck	Kuckuck::N	0.281044683268316	0.078447032071424	12.9764754912164	1.04470733418015	656	2934	CUCKOO	Kuckuck
Dellert-2018-1016-159	159	Schwan	Schwan::N	0.437969765653419	0.112050199788935	13.2398226559748	0.929809476509399	392	2837	SWAN	Schwan
Dellert-2018-1016-160	160	Fisch	Fisch::N	0.383164505466753	0.120748657349985	10.3849576353936	0.693647708619286	52	227	FISH	Fisch
Dellert-2018-1016-161	161	Barsch	Barsch::N	0.317460525341592	0.105834535591988	14.3253590920454	1.1468214363971	822	2966	PERCH (FISH)	Barsch
Dellert-2018-1016-162	162	Hecht	Hecht::N	0.355588788701922	0.11600257119632	14.64699761878	1.14466985204627	820	2967	PIKE (FISH)	Hecht
Dellert-2018-1016-163	163	Schlange[Tier]	Schlange[Tier]::N	0.323655337495098	0.110662898484591	12.5412348598078	0.962833682235188	468	730	SNAKE	Schlange[Tier]
Dellert-2018-1016-164	164	Wurm	Wurm::N	0.249365314870705	0.134853876859337	12.4534994118101	1.02092115779737	598	1219	WORM	Wurm
Dellert-2018-1016-165	165	Spinne	Spinne::N	0.331327678343614	0.118714908764924	15.6370976949895	1.26551485898969	938	843	SPIDER	Spinne
Dellert-2018-1016-166	166	Ameise	Ameise::N	0.339446745975398	0.113591676630613	14.963839713399	1.19088189996204	864	587	ANT	Ameise
Dellert-2018-1016-167	167	Laus	Laus::N	0.393540097543366	0.115344574033363	10.4702184217718	0.692835754388154	51	1392	LOUSE	Laus
Dellert-2018-1016-168	168	Mücke	Mücke::N	0.322526129736169	0.133093969043226	14.0466973440195	1.1143962176394	769	1509	MOSQUITO	Mücke
Dellert-2018-1016-169	169	Fliege	Fliege::N	0.391232894277071	0.100056034505915	12.3135196926252	0.879242364413159	281	1504	FLY (INSECT)	Fliege
Dellert-2018-1016-170	170	Schmetterling	Schmetterling::N	0.359952502081526	0.092112149259361	17.3721552758492	1.41325827571154	983	1791	BUTTERFLY	Schmetterling
Dellert-2018-1016-171	171	Beere	Beere::N	0.47687814044425	0.083052191837842	12.7686634475522	0.847676018355396	233	904	BERRY	Beere
Dellert-2018-1016-172	172	Apfel	Apfel::N	0.374104904777194	0.085886426656347	13.7646136489288	1.03976695059341	646	1320	APPLE	Apfel
Dellert-2018-1016-173	173	Pilz	Pilz::N	0.266925684170647	0.136663627786108	14.8188539391496	1.24165227816137	922	641	MUSHROOM	Pilz
Dellert-2018-1016-174	174	Zwiebel	Zwiebel::N	0.252084089754201	0.118835177188232	13.8064509811807	1.15376941733929	832	2366	ONION	Zwiebel
Dellert-2018-1016-175	175	Saat	Saat::N	0.419282492273916	0.089993508526386	12.3217086919781	0.854816626151285	250	714	SEED	Saat
Dellert-2018-1016-176	176	Korn	Korn::N	0.392691566509305	0.090865231123164	11.7376576024687	0.820343350388494	195	605	GRAIN	Korn
Dellert-2018-1016-177	177	Heu	Heu::N	0.524472881985144	0.061353319268623	12.0990240195849	0.737876808171861	100	342	HAY	Heu
Dellert-2018-1016-178	178	Schale	Schale::N	0.312089411634035	0.134416360683964	12.1066207286642	0.929781602395785	391	2373	SKIN (OF FRUIT)	Schale
Dellert-2018-1016-179	179	Grube	Grube::N	0.257139262052617	0.132674388213569	11.180033490248	0.886578013177441	298	2539	PIT (POTHOLE)	Grube
Dellert-2018-1016-180	180	Falle	Falle::N	0.303325478306483	0.115803885361015	12.6691176977328	0.99391883929745	528	1075	TRAP (PITFALL)	Falle
Dellert-2018-1016-181	181	Schlinge	Schlinge::N	0.296170095642992	0.122827818940141	12.3259285909162	0.966039773012931	478	2604	NOOSE	Schlinge
Dellert-2018-1016-182	182	Spur	Spur::N	0.368250144499167	0.119610406901299	11.1611703443347	0.78469190438422	147	318	FOOTPRINT	Spur
Dellert-2018-1016-183	183	Asche	Asche::N	0.398362498166958	0.098175143953203	11.6212415640278	0.803597908052521	176	646	ASH	Asche
Dellert-2018-1016-184	184	Dreck	Dreck::N	0.224335015230161	0.115536534389269	11.9754048572646	0.995638972019317	537			Dreck
Dellert-2018-1016-185	185	Eisen	Eisen::N	0.472762518976078	0.107029931506629	12.01880716127	0.776394449048529	140	621	IRON	Eisen
Dellert-2018-1016-186	186	Gold	Gold::N	0.387411500663686	0.095783623338722	11.9904412503661	0.850373774439291	242	1369	GOLD	Gold
