ID	NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES
Lapesa-2014-772-639	639	stout	noun			823:stout-thin:0 824:stout-beer:0 825:stout-ale:0	→665 →61 →26	poli2 poli2 poli2	freqMin freqMin freqMin	NOT HIGH LOW	HYP HYP HYP	0.1 4.8 3.5	0.3 4.9 3.5
Lapesa-2014-772-640	640	straighten	verb			499:to-spiral-to-straighten:1 500:to-spiral-to-straighten:1 586:to-zigzag-to-straighten:1 591:to-zigzag-to-straighten:1	←623 ←623 ←772 ←772	poli3 poli3 poli1 poli1	freqMed freqMed freqMin freqMin	HIGH NOT HIGH NOT	ANT SYN ANT SYN	4.8 0.1 4.4 0	4.3 0 4.6 0
Lapesa-2014-772-641	641	streamline	verb			514:to-streamline-to-disorganize:0 515:to-streamline-to-simplify:0 516:to-streamline-to-complicate:0	→198 →602 →124	poli1 poli1 poli1	freqMed freqMed freqMed	LOW NOT HIGH	ANT ANT ANT	4.3 0 4.9	4.9 0 4.8
Lapesa-2014-772-642	642	structure	verb			517:to-structure-to-demolish:0 518:to-structure-to-organize:0 519:to-structure-to-build:0	→172 →463 →79	poli1 poli1 poli1	freqMax freqMax freqMax	NOT LOW HIGH	HYP HYP HYP	0.1 4.2 3.4	0 4.3 4
Lapesa-2014-772-643	643	structured	adjective			225:unstructured-structured:1	←723	poli3	freqMin	HIGH	ANT	5	5
Lapesa-2014-772-644	644	struggle	verb			538:to-toil-to-struggle:1	←669	poli1	freqMed	LOW	SYN	3.7	3.7
Lapesa-2014-772-645	645	strum	verb			520:to-strum-to-play:0 521:to-strum-to-beat:0 522:to-strum-to-sound:0	→491 →59 →616	poli1 poli1 poli1	freqMin freqMin freqMin	HIGH NOT LOW	HYP HYP HYP	4.3 1.7 3	4.1 0.8 3.6
Lapesa-2014-772-646	646	student	noun	753	PUPIL (STUDENT)	682:educator-student:1	←215	poli1	freqMax	HIGH	ANT	4.1	4.7
Lapesa-2014-772-647	647	subtract	verb			525:to-sum-to-subtract:1 526:to-sum-to-subtract:1 528:to-sum-to-subtract:1	←648 ←648 ←648	poli1 poli1 poli1	freqMax freqMax freqMax	NOT NOT HIGH	SYN HYP ANT	0 0.3 4.2	0 0.1 4.9
Lapesa-2014-772-648	648	sum	verb			523:to-sum-to-add:0 524:to-sum-to-add:0 525:to-sum-to-subtract:0 526:to-sum-to-subtract:0 527:to-sum-to-conclude:0 528:to-sum-to-subtract:0 529:to-sum-to-calculate:0 530:to-sum-to-detract:0 531:to-sum-to-add:0	→17 →17 →647 →647 →127 →647 →82 →184 →17	poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	HIGH HIGH NOT NOT LOW HIGH LOW LOW NOT	HYP SYN SYN HYP SYN ANT HYP ANT ANT	3.6 3.8 0 0.3 3 4.2 4.5 4.3 0.5	3.6 4.8 0 0.1 3 4.9 4.5 2.5 0
Lapesa-2014-772-649	649	superficial	adjective			145:superficial-shallow:0 146:superficial-deep:0 147:superficial-deep:0 148:superficial-shallow:0 149:superficial-genuine:0 150:superficial-trivial:0	→592 →168 →168 →592 →284 →678	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	NOT HIGH NOT HIGH LOW LOW	ANT ANT SYN SYN ANT SYN	0.5 4.7 0 4.7 4.8 2.8	0.2 4.2 0 4.5 4.3 4.3
Lapesa-2014-772-650	650	supervised	adjective			229:unsupervised-supervised:1 230:unsupervised-supervised:1	←725 ←725	poli2 poli2	freqMin freqMin	HIGH NOT	ANT HYP	5 0	5 0
Lapesa-2014-772-651	651	surrender	verb	1696	SURRENDER	280:to-battle-to-surrender:1 285:to-battle-to-surrender:1	←57 ←57	poli1 poli1	freqMax freqMax	NOT HIGH	HYP ANT	0.2 4.4	0 4.6
Lapesa-2014-772-652	652	swat	verb			532:to-swat-to-protect:0 533:to-swat-to-slap:0 534:to-swat-to-hit:0 535:to-swat-to-hit:0 536:to-swat-to-slap:0 537:to-swat-to-protect:0	→513 →607 →317 →317 →607 →513	poli1 poli1 poli1 poli1 poli1 poli1	freqMin freqMin freqMin freqMin freqMin freqMin	NOT LOW HIGH HIGH LOW NOT	HYP HYP SYN HYP SYN SYN	1.6 3.4 4.4 4.4 4.1 0.2	1.6 4.2 4.3 4.5 4.5 0
Lapesa-2014-772-653	653	swiftness	noun			843:velocity-swiftness:1	←740	poli1	freqMax	LOW	SYN	3.6	3.4
Lapesa-2014-772-654	654	symbolic	adjective			151:symbolic-apparent:0 152:symbolic-unsymbolic:0 153:symbolic-representative:0 154:symbolic-unsymbolic:0 155:symbolic-representative:0 156:symbolic-indicative:0	→36 →726 →546 →726 →546 →351	poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax	LOW NOT HIGH HIGH NOT LOW	ANT SYN SYN ANT ANT SYN	2.5 0.1 3.4 5 0.8 3.2	2.1 0.1 4.1 5 1 4.1
Lapesa-2014-772-655	655	symphonic	adjective			157:symphonic-unmusical:0 158:symphonic-musical:0 159:symphonic-orchestral:0	→715 →442 →461	poli1 poli1 poli1	freqMin freqMin freqMin	NOT HIGH LOW	HYP HYP HYP	0 4.5 3.8	0 4.625 4.333
Lapesa-2014-772-656	656	synthetic	adjective			20:chemical-synthetic:1	←101	poli2	freqMax	HIGH	SYN	2.8	2.8
Lapesa-2014-772-657	657	take	verb	1749	TAKE	572:to-whisk-to-take:1	←754	poli3	freqMed	LOW	HYP	2.3	2.7
Lapesa-2014-772-658	658	tavern	noun			803:saloon-tavern:1 809:saloon-tavern:1	←568 ←568	poli2 poli2	freqMed freqMed	LOW LOW	HYP SYN	2.9 5	3.1 4.9
Lapesa-2014-772-659	659	teacher	noun	1038	TEACHER	683:educator-teacher:1	←215	poli1	freqMax	NOT	ANT	0.1	0.1
Lapesa-2014-772-660	660	teahouse	noun			805:saloon-teahouse:1	←568	poli2	freqMed	LOW	ANT	2.4	2.8
Lapesa-2014-772-661	661	terminate	verb			420:to-kill-to-terminate:1	←379	poli3	freqMax	LOW	SYN	4.1	4.5
Lapesa-2014-772-662	662	terse	adjective			26:concise-terse:1	←126	poli3	freqMed	NOT	ANT	0.3	1.5
Lapesa-2014-772-663	663	test	noun			711:gauge-test:1	←283	poli1	freqMax	LOW	SYN	3.7	3.8
Lapesa-2014-772-664	664	thankful	adjective			160:thankful-gracious:0 161:thankful-grateful:0 162:thankful-ungrateful:0	→294 →297 →705	poli3 poli3 poli3	freqMed freqMed freqMed	LOW HIGH NOT	SYN SYN SYN	3.4 4.8 0	3.9 4.8 0
Lapesa-2014-772-665	665	thin	noun	2308	THIN	823:stout-thin:1	←639	poli2	freqMin	NOT	HYP	0.1	0.3
Lapesa-2014-772-666	666	thrifty	adjective			163:thrifty-cheap:0 164:thrifty-wasteful:0 165:thrifty-resourceful:0 166:thrifty-wasteful:0 167:thrifty-wasteful:0 168:thrifty-frugal:0 169:thrifty-frugal:0 170:thrifty-extravagant:0 171:thrifty-frugal:0	→100 →747 →550 →747 →747 →277 →277 →249 →277	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin	HIGH HIGH LOW NOT NOT LOW NOT LOW HIGH	HYP ANT SYN SYN HYP HYP ANT ANT SYN	4.1 4.5 3.2 0 0.231 4.2 0.9 4.7 4.7	4.5 4.8 3.7 0.1 0 4.25 0 4.5 5
Lapesa-2014-772-667	667	thump	noun			826:thump-silence:0 827:thump-sound:0 828:thump-noise:0	→599 →616 →448	poli2 poli2 poli2	freqMin freqMin freqMin	NOT HIGH LOW	HYP HYP HYP	0.1 4.7 4.6	0 4.8 4.7
Lapesa-2014-772-668	668	tighten	verb	1094	FASTEN	313:to-constrict-to-tighten:1 317:to-constrict-to-tighten:1	←137 ←137	poli2 poli2	freqMin freqMin	HIGH NOT	HYP ANT	4.3 0	4.4 0.5
Lapesa-2014-772-669	669	toil	verb			538:to-toil-to-struggle:0 539:to-toil-to-rest:0 540:to-toil-to-work:0 541:to-toil-to-labour:0 542:to-toil-to-work:0 543:to-toil-to-rest:0	→644 →552 →762 →384 →762 →552	poli1 poli1 poli1 poli1 poli1 poli1	freqMed freqMed freqMed freqMed freqMed freqMed	LOW NOT HIGH LOW HIGH NOT	SYN HYP SYN HYP HYP SYN	3.7 0.5 3.8 3.2 3.6 0	3.7 0.5 4.1 4.4 3.7 0
Lapesa-2014-772-670	670	tomato	noun	986	TOMATO	829:tomato-apple:0 830:tomato-vegetable:0 831:tomato-fruit:0 832:tomato-apple:0 833:tomato-vegetable:0 834:tomato-fruit:0	→37 →738 →278 →37 →738 →278	poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax	NOT LOW HIGH NOT LOW HIGH	HYP HYP HYP SYN SYN SYN	0.2 3.8 4.6 0.2 2.3 2.7	0 4 4.4 0.1 2.1 2.1
Lapesa-2014-772-671	671	tool	noun	1361	TOOL	648:compass-tool:1	←120	poli3	freqMed	LOW	HYP	4.4	4.8
Lapesa-2014-772-672	672	tour	verb			544:to-tour-to-stay:0 545:to-tour-to-travel:0 546:to-tour-to-inspect:0	→632 →676 →363	poli1 poli1 poli1	freqMax freqMax freqMax	NOT HIGH LOW	SYN SYN SYN	0.3 3.9 2.4	0.3 3.7 2.2
Lapesa-2014-772-673	673	trait	noun			769:preparedness-trait:1	←503	poli1	freqMin	LOW	HYP	3.9	3.7
Lapesa-2014-772-674	674	transfer	verb			344:to-devolve-to-transfer:1	←185	poli2	freqMed	NOT	ANT	0.8	0.8
Lapesa-2014-772-675	675	transmutation	noun			741:metamorphosis-transmutation:1	←425	poli3	freqMin	LOW	SYN	3.4	4.5
Lapesa-2014-772-676	676	travel	verb	3665	TRAVEL	412:to-journey-to-travel:1 545:to-tour-to-travel:1	←376 ←672	poli2 poli1	freqMed freqMax	HIGH HIGH	HYP SYN	3.9 3.9	4.5 3.7
Lapesa-2014-772-677	677	trim	verb			424:to-lop-to-trim:1 547:to-trim-to-pare:0 548:to-trim-to-grow:0 549:to-trim-to-clip:0 550:to-trim-to-cut:0 551:to-trim-to-cut:0 552:to-trim-to-grow:0	←406 →472 →304 →111 →157 →157 →304	poli2 poli3 poli3 poli3 poli3 poli3 poli3	freqMin freqMed freqMed freqMed freqMed freqMed freqMed	LOW LOW NOT LOW HIGH HIGH NOT	SYN SYN HYP HYP HYP SYN SYN	3.5 4 0.2 4 4.5 4.3 0.2	3.1 3.8 0.2 3.9 4.4 4.1 0.2
Lapesa-2014-772-678	678	trivial	adjective			150:superficial-trivial:1	←649	poli3	freqMed	LOW	SYN	2.8	4.3
Lapesa-2014-772-679	679	trombone	noun			835:trombone-instrument:0 836:trombone-music:0 837:trombone-horn:0 838:trombone-piano:0 839:trombone-instrument:0 840:trombone-piano:0	→364 →441 →323 →485 →364 →485	poli1 poli1 poli1 poli1 poli1 poli1	freqMed freqMed freqMed freqMed freqMed freqMed	HIGH LOW LOW NOT HIGH NOT	SYN HYP SYN SYN HYP HYP	2.5 1.4 3 0.8 5 0	3.5 3 2.7 0.1 4.8 0
Lapesa-2014-772-680	680	truck	noun	4011	TRUCK	850:wrecker-truck:1	←766	poli2	freqMin	LOW	SYN	2.9	1.4
Lapesa-2014-772-681	681	true	adjective	1657	TRUE	86:invalid-true:1	←369	poli3	freqMed	LOW	ANT	3.6	3.3
Lapesa-2014-772-682	682	truth	noun	1638	TRUTH	794:rumour-truth:1 795:rumour-truth:1 797:rumour-truth:1	←565 ←565 ←565	poli1 poli1 poli1	freqMax freqMax freqMax	NOT NOT HIGH	HYP SYN ANT	0.1 0.2 3.4	1 0.3 4
Lapesa-2014-772-683	683	try	verb	1812	TRY	553:to-try-to-abstain:0 554:to-try-to-attempt:0 555:to-try-to-avoid:0	→4 →48 →52	poli3 poli3 poli3	freqMax freqMax freqMax	HIGH NOT LOW	ANT ANT ANT	4 0 3.9	4 0.4 4
Lapesa-2014-772-684	684	twin	adjective			40:double-twin:1 41:double-twin:1	←209 ←209	poli2 poli2	freqMax freqMax	HIGH NOT	SYN ANT	3.7 1.1	4 0.5
Lapesa-2014-772-685	685	twinkle	verb			556:to-twinkle-to-dull:0 557:to-twinkle-to-shine:0 558:to-twinkle-to-shine:0 559:to-twinkle-to-sparkle:0 560:to-twinkle-to-sparkle:0 561:to-twinkle-to-dull:0	→212 →594 →594 →617 →617 →212	poli2 poli2 poli2 poli2 poli2 poli2	freqMin freqMin freqMin freqMin freqMin freqMin	NOT LOW HIGH HIGH LOW NOT	SYN SYN HYP SYN HYP HYP	0 3.3 4.8 4.6 3.8 0	0.1 4 4.8 4.7 2.7 0
Lapesa-2014-772-686	686	twist	verb	430	TWIST	442:to-misconstrue-to-twist:1	←428	poli1	freqMin	LOW	SYN	2.8	3.4
Lapesa-2014-772-687	687	typical	adjective			234:untypical-typical:1	←727	poli2	freqMin	HIGH	ANT	4.5	5
Lapesa-2014-772-688	688	unable	adjective			3:able-unable:1 6:able-unable:1	←2 ←2	poli1 poli1	freqMax freqMax	HIGH NOT	ANT SYN	5 0	5 0
Lapesa-2014-772-689	689	unacceptable	adjective			87:invalid-unacceptable:1 217:unsatisfactory-unacceptable:1 218:unsatisfactory-unacceptable:1	←369 ←721 ←721	poli3 poli3 poli3	freqMed freqMed freqMed	NOT HIGH NOT	ANT SYN ANT	0.2 4.2 0	0.6 4.5 0.5
Lapesa-2014-772-690	690	unaffected	adjective			172:unaffected-unscathed:0 173:unaffected-affected:0 174:unaffected-cynical:0	→722 →20 →159	poli3 poli3 poli3	freqMed freqMed freqMed	NOT HIGH LOW	ANT ANT ANT	0.2 5 1.6	0.2 5 1.1
Lapesa-2014-772-691	691	unbiblical	adjective			17:biblical-unbiblical:1	←63	poli2	freqMax	LOW	ANT	5	5
Lapesa-2014-772-692	692	unclean	adjective			72:impure-unclean:1 175:unclean-dirty:0 176:unclean-clean:0 177:unclean-pristine:0 178:unclean-dirty:0 179:unclean-clean:0 180:unclean-impure:0 181:unclean-clean:0 182:unclean-unhealthy:0 183:unclean-dirty:0	←342 →189 →109 →506 →189 →109 →342 →109 →706 →189	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin	LOW HIGH HIGH LOW HIGH NOT LOW NOT LOW NOT	HYP SYN ANT ANT HYP HYP SYN SYN HYP ANT	4.462 5 5 4.7 4.5 0 4.5 0 3.2 0	4.455 4.9 5 4.9 4.2 0 4.4 0 2.5 0
Lapesa-2014-772-693	693	unconfirmed	adjective			184:unconfirmed-unsubstantiated:0 185:unconfirmed-verified:0 186:unconfirmed-confirmed:0	→724 →741 →130	poli2 poli2 poli2	freqMin freqMin freqMin	NOT LOW HIGH	ANT ANT ANT	0.1 4.9 4.9	0.6 4.8 5
Lapesa-2014-772-694	694	uncovered	adjective			194:uninsured-uncovered:1 198:uninsured-uncovered:1	←709 ←709	poli1 poli1	freqMed freqMed	HIGH LOW	HYP SYN	4.2 3.7	4 2.8
Lapesa-2014-772-695	695	uncurl	verb			502:to-spiral-to-uncurl:1	←623	poli3	freqMed	LOW	ANT	4.2	4.8
Lapesa-2014-772-696	696	understand	verb	1536	UNDERSTAND	395:to-interpret-to-understand:1 440:to-misconstrue-to-understand:1 443:to-misconstrue-to-understand:1	←367 ←428 ←428	poli3 poli1 poli1	freqMax freqMin freqMin	NOT NOT HIGH	ANT SYN ANT	0.1 0 4.2	0.4 0 4.7
Lapesa-2014-772-697	697	undimensional	adjective			37:dimensional-undimensional:1	←188	poli1	freqMed	LOW	ANT	4.6	4.9
Lapesa-2014-772-698	698	undying	adjective			64:immortal-undying:1 65:immortal-undying:1	←336 ←336	poli3 poli3	freqMed freqMed	NOT HIGH	ANT SYN	1 4.4	0.8 4.5
Lapesa-2014-772-699	699	unemotional	adjective			46:emotional-unemotional:1	←221	poli3	freqMax	HIGH	ANT	5	5
Lapesa-2014-772-700	700	uneven	adjective			187:uneven-rough:0 188:uneven-even:0 189:uneven-smooth:0	→562 →239 →611	poli3 poli3 poli3	freqMed freqMed freqMed	NOT HIGH LOW	ANT ANT ANT	0.3 4.8 4.6	0.4 5 4.5
Lapesa-2014-772-701	701	unexcitable	adjective			51:excitable-unexcitable:1	←242	poli3	freqMin	NOT	HYP	0	0.333
Lapesa-2014-772-702	702	unfavorable	adjective			190:unfavorable-preferred:0 191:unfavorable-unlikable:0 192:unfavorable-favorable:0	→501 →713 →257	poli3 poli3 poli3	freqMin freqMin freqMin	LOW NOT HIGH	ANT ANT ANT	3.8 0.2 5	3.9 0.7 5
Lapesa-2014-772-703	703	unfunded	adjective			54:funded-unfunded:1	←281	poli1	freqMax	NOT	HYP	0	0
Lapesa-2014-772-704	704	unfurnish	verb			274:to-arm-to-unfurnish:1	←41	poli2	freqMax	LOW	ANT	2.3	3
Lapesa-2014-772-705	705	ungrateful	adjective			162:thankful-ungrateful:1	←664	poli3	freqMed	NOT	SYN	0	0
Lapesa-2014-772-706	706	unhealthy	adjective			182:unclean-unhealthy:1	←692	poli3	freqMin	LOW	HYP	3.2	2.5
Lapesa-2014-772-707	707	unhearing	adjective			32:deaf-unhearing:1	←163	poli3	freqMax	NOT	ANT	0	0.1
Lapesa-2014-772-708	708	unimportant	adjective			236:vital-unimportant:1 237:vital-unimportant:1	←744 ←744	poli1 poli1	freqMax freqMax	NOT NOT	HYP SYN	0 0	0 0
Lapesa-2014-772-709	709	uninsured	adjective			193:uninsured-unprotected:0 194:uninsured-uncovered:0 195:uninsured-unprotected:0 196:uninsured-unprotected:0 197:uninsured-insured:0 198:uninsured-uncovered:0 199:uninsured-insured:0 200:uninsured-certain:0 201:uninsured-insured:0	→718 →694 →718 →718 →365 →694 →365 →94 →365	poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1	freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed	LOW HIGH HIGH NOT NOT LOW NOT LOW HIGH	HYP HYP SYN ANT HYP SYN SYN ANT ANT	4.9 4.2 4.1 0.2 0 3.7 0 1.3 5	4.75 4 4.1 0.6 0 2.8 0 1.2 5
Lapesa-2014-772-710	710	unique	adjective			232:untypical-unique:1	←727	poli2	freqMin	NOT	ANT	0.4	0.6
Lapesa-2014-772-711	711	unknown	adjective			202:unknown-known:0 203:unknown-alien:0 204:unknown-famous:0	→383 →28 →253	poli3 poli3 poli3	freqMax freqMax freqMax	HIGH NOT LOW	ANT ANT ANT	5 0.1 4.9	5 0.4 5
Lapesa-2014-772-712	712	unlawful	adjective			205:unlawful-wrong:0 206:unlawful-illegal:0 207:unlawful-lawful:0 208:unlawful-lawful:0 209:unlawful-illegal:0 210:unlawful-illegal:0 211:unlawful-legal:0 212:unlawful-unruly:0 213:unlawful-lawful:0	→769 →330 →387 →387 →330 →330 →393 →720 →387	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed	LOW NOT HIGH NOT HIGH HIGH LOW LOW NOT	HYP ANT ANT SYN HYP SYN ANT SYN HYP	4.3 0.1 4.9 0 4.846 4.9 4.9 3.6 0	4.9 0.6 5 0 3.636 5 4.9 3.5 0
Lapesa-2014-772-713	713	unlikable	adjective			191:unfavorable-unlikable:1	←702	poli3	freqMin	NOT	ANT	0.2	0.7
Lapesa-2014-772-714	714	unmark	verb			385:to-ink-to-unmark:1	←359	poli2	freqMin	LOW	ANT	4.5	4.6
Lapesa-2014-772-715	715	unmusical	adjective			157:symphonic-unmusical:1	←655	poli1	freqMin	NOT	HYP	0	0
Lapesa-2014-772-716	716	unpleasant	adjective	26	UNPLEASANT	57:gross-unpleasant:1	←301	poli2	freqMax	LOW	HYP	4.9	4.7
Lapesa-2014-772-717	717	unpreparedness	noun			770:preparedness-unpreparedness:1	←503	poli1	freqMin	NOT	HYP	0.1	0
Lapesa-2014-772-718	718	unprotected	adjective			193:uninsured-unprotected:1 195:uninsured-unprotected:1 196:uninsured-unprotected:1	←709 ←709 ←709	poli1 poli1 poli1	freqMed freqMed freqMed	LOW HIGH NOT	HYP SYN ANT	4.9 4.1 0.2	4.75 4.1 0.6
Lapesa-2014-772-719	719	unrefined	adjective			214:unrefined-refined:0 215:unrefined-processed:0 216:unrefined-raw:0	→537 →509 →529	poli3 poli3 poli3	freqMin freqMin freqMin	HIGH LOW NOT	ANT ANT ANT	5 5 0	5 4.4 0.4
Lapesa-2014-772-720	720	unruly	adjective			212:unlawful-unruly:1	←712	poli3	freqMed	LOW	SYN	3.6	3.5
Lapesa-2014-772-721	721	unsatisfactory	adjective			217:unsatisfactory-unacceptable:0 218:unsatisfactory-unacceptable:0 219:unsatisfactory-satisfactory:0 220:unsatisfactory-poor:0 221:unsatisfactory-acceptable:0 222:unsatisfactory-satisfactory:0	→689 →689 →572 →496 →6 →572	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	HIGH NOT NOT LOW LOW HIGH	SYN ANT SYN SYN ANT ANT	4.2 0 0 3.9 4.9 5	4.5 0.5 0 4.1 4.9 5
Lapesa-2014-772-722	722	unscathed	adjective			172:unaffected-unscathed:1	←690	poli3	freqMed	NOT	ANT	0.2	0.2
Lapesa-2014-772-723	723	unstructured	adjective			223:unstructured-chaotic:0 224:unstructured-organized:0 225:unstructured-structured:0	→97 →464 →643	poli3 poli3 poli3	freqMin freqMin freqMin	NOT LOW HIGH	ANT ANT ANT	1.2 4.8 5	0.9 4.7 5
Lapesa-2014-772-724	724	unsubstantiated	adjective			184:unconfirmed-unsubstantiated:1	←693	poli2	freqMin	NOT	ANT	0.1	0.6
Lapesa-2014-772-725	725	unsupervised	adjective			226:unsupervised-independent:0 227:unsupervised-unwatched:0 228:unsupervised-dependent:0 229:unsupervised-supervised:0 230:unsupervised-supervised:0 231:unsupervised-alone:0	→350 →728 →176 →650 →650 →32	poli2 poli2 poli2 poli2 poli2 poli2	freqMin freqMin freqMin freqMin freqMin freqMin	LOW NOT LOW HIGH NOT HIGH	HYP ANT ANT ANT HYP HYP	4 0 2.3 5 0 4	3.375 0.1 2.7 5 0 4.6
Lapesa-2014-772-726	726	unsymbolic	adjective			152:symbolic-unsymbolic:1 154:symbolic-unsymbolic:1	←654 ←654	poli2 poli2	freqMax freqMax	NOT HIGH	SYN ANT	0.1 5	0.1 5
Lapesa-2014-772-727	727	untypical	adjective			232:untypical-unique:0 233:untypical-usual:0 234:untypical-typical:0	→710 →731 →687	poli2 poli2 poli2	freqMin freqMin freqMin	NOT LOW HIGH	ANT ANT ANT	0.4 4.7 4.5	0.6 4 5
Lapesa-2014-772-728	728	unwatched	adjective			227:unsupervised-unwatched:1	←725	poli2	freqMin	NOT	ANT	0	0.1
Lapesa-2014-772-729	729	uplift	verb			562:to-uplift-to-depress:0 563:to-uplift-to-help:0 564:to-uplift-to-raise:0 565:to-uplift-to-depress:0 566:to-uplift-to-raise:0 567:to-uplift-to-discourage:0	→177 →313 →526 →177 →526 →192	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	HIGH LOW NOT NOT HIGH LOW	ANT HYP ANT HYP HYP ANT	4.9 3.9 0 0 3.9 4.7	5 4.3 1 0 4.2 4.7
Lapesa-2014-772-730	730	urban	adjective			94:metropolitan-urban:1	←426	poli1	freqMed	HIGH	SYN	4.1	4.7
Lapesa-2014-772-731	731	usual	adjective			233:untypical-usual:1	←727	poli2	freqMin	LOW	ANT	4.7	4
Lapesa-2014-772-732	732	utmost	adjective			92:maximum-utmost:1	←420	poli3	freqMax	LOW	SYN	4.4	4.4
Lapesa-2014-772-733	733	vacate	verb			378:to-inhabit-to-vacate:1	←358	poli2	freqMax	LOW	ANT	4.8	4.8
Lapesa-2014-772-734	734	vacation	noun			789:rendezvous-vacation:1	←544	poli3	freqMin	LOW	HYP	1.4	2.8
Lapesa-2014-772-735	735	valid	adjective			85:invalid-valid:1	←369	poli3	freqMed	HIGH	ANT	5	5
Lapesa-2014-772-736	736	validate	verb			400:to-invalidate-to-validate:1	←370	poli3	freqMin	HIGH	ANT	5	4.5
Lapesa-2014-772-737	737	vegan	noun			755:omnivore-vegan:1	←456	poli2	freqMin	LOW	ANT	2.2	3.8
Lapesa-2014-772-738	738	vegetable	noun	924	VEGETABLES	724:kiwi-vegetable:1 830:tomato-vegetable:1 833:tomato-vegetable:1	←380 ←670 ←670	poli3 poli2 poli2	freqMin freqMax freqMax	NOT LOW LOW	SYN HYP SYN	0 3.8 2.3	0.3 4 2.1
Lapesa-2014-772-739	739	vehicle	noun	2549	VEHICLE	602:aircraft-vehicle:1	←24	poli1	freqMax	HIGH	HYP	4.8	5
Lapesa-2014-772-740	740	velocity	noun			841:velocity-speed:0 842:velocity-slowness:0 843:velocity-swiftness:0	→620 →608 →653	poli1 poli1 poli1	freqMax freqMax freqMax	HIGH NOT LOW	SYN SYN SYN	3.9 1.4 3.6	4.7 1.3 3.4
Lapesa-2014-772-741	741	verified	adjective			185:unconfirmed-verified:1	←693	poli2	freqMin	LOW	ANT	4.9	4.8
Lapesa-2014-772-742	742	verify	verb			401:to-invalidate-to-verify:1	←370	poli3	freqMin	LOW	ANT	4.5	4.6
Lapesa-2014-772-743	743	visionary	noun			718:innovator-visionary:1	←361	poli1	freqMed	LOW	SYN	4.3	4.1
Lapesa-2014-772-744	744	vital	adjective			235:vital-important:0 236:vital-unimportant:0 237:vital-unimportant:0 238:vital-critical:0 239:vital-important:0 240:vital-necessary:0	→338 →708 →708 →153 →338 →445	poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax	HIGH NOT NOT LOW HIGH LOW	HYP HYP SYN SYN SYN HYP	4.9 0 0 4.5 4.6 4.7	4.8 0 0 4.6 4.7 4.75
Lapesa-2014-772-745	745	vocalize	verb			579:to-whisper-to-vocalize:1	←755	poli1	freqMed	LOW	HYP	3.8	4.4
Lapesa-2014-772-746	746	warn	verb			265:to-alert-to-warn:1 268:to-alert-to-warn:1	←27 ←27	poli1 poli1	freqMax freqMax	HIGH NOT	SYN ANT	4.7 0	4.6 0
Lapesa-2014-772-747	747	wasteful	adjective			164:thrifty-wasteful:1 166:thrifty-wasteful:1 167:thrifty-wasteful:1	←666 ←666 ←666	poli3 poli3 poli3	freqMin freqMin freqMin	HIGH NOT NOT	ANT SYN HYP	4.5 0 0.231	4.8 0.1 0
Lapesa-2014-772-748	748	weaken	verb			356:to-emasculate-to-weaken:1	←219	poli2	freqMin	HIGH	SYN	3.4	3.2
Lapesa-2014-772-749	749	weather	noun	952	WEATHER	811:sandstorm-weather:1	←570	poli1	freqMin	HIGH	HYP	3.7	4.7
Lapesa-2014-772-750	750	weave	verb	133	WEAVE	588:to-zigzag-to-weave:1 590:to-zigzag-to-weave:1	←772 ←772	poli1 poli1	freqMin freqMin	NOT HIGH	ANT SYN	0.6 3.8	0.2 4.4
Lapesa-2014-772-751	751	weightless	adjective			241:weightless-light:0 242:weightless-massive:0 243:weightless-heavy:0 244:weightless-heavy:0 245:weightless-light:0 246:weightless-gravitational:0	→397 →418 →311 →311 →397 →299	poli1 poli1 poli1 poli1 poli1 poli1	freqMin freqMin freqMin freqMin freqMin freqMin	NOT LOW NOT HIGH HIGH LOW	ANT ANT HYP ANT HYP HYP	0.4 3.6 0 4.8 4.8 0.5	0.9 3.8 0 5 4.375 1.167
