ID	ENGLISH	NUMBER	IDS_ID	URL	FRENCH	PORTUGUESE	RUSSIAN	SPANISH	CHAPTER	SUBCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Key-2016-1310-195	path	195	10-720	http://ids.clld.org/parameters/10-720	sentier, chemin	caminho, vereda	дорожка, тропинка	camino, senda	10	720	2252	PATH
Key-2016-1310-196	road	196	10-710	http://ids.clld.org/parameters/10-710	route	estrada, caminho	дорога	carretera	10	710	667	ROAD
Key-2016-1310-197	push, shove	197	10-670	http://ids.clld.org/parameters/10-670	pousser	empurrar	толкать	empujar	10	670	1452	PUSH
Key-2016-1310-198	ride	198	10-660	http://ids.clld.org/parameters/10-660	chevaucher	montar	ехать на лошади	montar	10	660	367	RIDE
Key-2016-1310-199	drive	199	10-650	http://ids.clld.org/parameters/10-650	conduire	dirigir	ехать на машине	conducir	10	650	741	DRIVE
Key-2016-1310-200	lead (vb)	200	10-640	http://ids.clld.org/parameters/10-640	mener, conduire	conduzir, guiar	вести	guiar	10	640	43	LEAD (GUIDE)
Key-2016-1310-201	send	201	10-630	http://ids.clld.org/parameters/10-630	envoyer	enviar, mandar	посылать	enviar, mandar	10	630	1127	SEND
Key-2016-1310-202	bring	202	10-620	http://ids.clld.org/parameters/10-620	apporter, amener	trazer	приносить	traer	10	620	692	BRING
Key-2016-1310-203	carry-underarm	203	10-615	http://ids.clld.org/parameters/10-615	porter (sous le bras)	levar debaixo do braço	нести подмышкой	llevar bajo el brazo	10	615	415	CARRY UNDER ARM
Key-2016-1310-204	carry-on-head	204	10-614	http://ids.clld.org/parameters/10-614	porter (sur la tête)	levar na cabeça	нести, переносить на голове	llevar sobre la cabeza	10	614	414	CARRY ON HEAD
Key-2016-1310-205	carry-on-shoulder	205	10-613	http://ids.clld.org/parameters/10-613	porter (sur l'épaule)	levar no ombro	нести, переносить на плечах	llevar a la espalda/ en el hombro	10	613	413	CARRY ON SHOULDER
Key-2016-1310-206	carry-in-hand	206	10-612	http://ids.clld.org/parameters/10-612	porter (dans la main)	levar na mão	нести, переносить в руках	llevar en la mano	10	612	412	CARRY IN HAND
Key-2016-1310-207	carry (bear)	207	10-610	http://ids.clld.org/parameters/10-610	porter	levar	нести	llevar, cargar	10	610	700	CARRY
Key-2016-1310-208	enter	208	10-570	http://ids.clld.org/parameters/10-570	entrer	entrar	входить	entrar	10	570	749	ENTER
Key-2016-1310-209	approach	209	10-560	http://ids.clld.org/parameters/10-560	approcher	aproximar	приближаться	acercarse	10	560	1778	APPROACH
Key-2016-1310-210	reach, arrive	210	10-550	http://ids.clld.org/parameters/10-550	atteindre, arriver	chegar	достигать, прибывать	llegar, alcanzar	10	550	1387	ARRIVE
Key-2016-1310-211	pursue	211	10-530	http://ids.clld.org/parameters/10-530	poursuivre	perseguir	преследовать	perseguir	10	530	1047	PURSUE
Key-2016-1310-212	follow	212	10-520	http://ids.clld.org/parameters/10-520	suivre	seguir	следовать	seguir	10	520	1085	FOLLOW
Key-2016-1310-213	flee	213	10-510	http://ids.clld.org/parameters/10-510	s'enfuir	escapar, fugir	бежать, спасаться бегством	huir	10	510	956	FLEE
Key-2016-1310-214	disappear	214	10-491	http://ids.clld.org/parameters/10-491	disparaître	desaparecer	исчезать	desaparecer	10	491	485	DISAPPEAR
Key-2016-1310-215	go away, depart	215	10-490	http://ids.clld.org/parameters/10-490	s'en aller, partir	partir, ir-se embora	уходить	irse, marcharse	10	490	1752	LEAVE
Key-2016-1310-216	come back	216	10-481	http://ids.clld.org/parameters/10-481	revenir	voltar, regressar	возвращаться	volver, regresar	10	481	581	COME BACK
Key-2016-1310-217	come	217	10-480	http://ids.clld.org/parameters/10-480	venir	vir	приходить	venir	10	480	1446	COME
Key-2016-1310-218	go out	218	10-474	http://ids.clld.org/parameters/10-474	sortir	sair	выходить	salir	10	474	1107	GO OUT
Key-2016-1310-219	go down	219	10-473	http://ids.clld.org/parameters/10-473	descendre	descer, baixar	спускаться, идти вниз	bajar	10	473	2014	GO DOWN (DESCEND)
Key-2016-1310-220	climb	220	10-472	http://ids.clld.org/parameters/10-472	grimper	trepar	подниматься, взбираться	trepar	10	472	1102	CLIMB
Key-2016-1310-221	go	221	10-470	http://ids.clld.org/parameters/10-470	aller	ir	идти	ir	10	470	695	GO
Key-2016-1310-222	go up	222	10-471	http://ids.clld.org/parameters/10-471	monter	subir	подниматься, идти вверх	subir	10	471	705	GO UP (ASCEND)
Key-2016-1310-223	run	223	10-460	http://ids.clld.org/parameters/10-460	courir	correr	бежать	correr	10	460	1519	RUN
Key-2016-1310-224	limp	224	10-451	http://ids.clld.org/parameters/10-451	boiter	coxear	хромать	lisiar	10	451	366	LIMP
Key-2016-1310-225	walk	225	10-450	http://ids.clld.org/parameters/10-450	marcher	andar, caminhar	ходить	caminar	10	450	1443	WALK
Key-2016-1310-226	dance	226	10-440	http://ids.clld.org/parameters/10-440	danser	dançar	танцевать	bailar	10	440	1879	DANCE
Key-2016-1310-227	kick	227	10-431	http://ids.clld.org/parameters/10-431	donner un coup de pied	dar um pontapé, chutar	пинать	patear	10	431	1135	KICK
Key-2016-1310-228	jump, leap	228	10-430	http://ids.clld.org/parameters/10-430	sauter	saltar	прыгать	saltar, brincar	10	430	1829	JUMP
Key-2016-1310-229	slide, slip	229	10-420	http://ids.clld.org/parameters/10-420	glisser	escorregar, resvalar	скользить	resbalar	10	420	1324	SLIP
Key-2016-1310-230	crouch	230	10-413	http://ids.clld.org/parameters/10-413	s'accroupir	agachar-se	приседать	agacharse, ponerse en cuclillas	10	413	296	CROUCH
Key-2016-1310-231	kneel	231	10-412	http://ids.clld.org/parameters/10-412	s'agenouiller	ajoelhar	становиться на колени	arrodillarse	10	412	66	KNEEL
Key-2016-1310-232	creep, crawl	232	10-410	http://ids.clld.org/parameters/10-410	ramper	rastejar, arrastar-se	ползти	gatear	10	410	3456	CRAWL OR CREEP
Key-2016-1310-233	blow	233	10-380	http://ids.clld.org/parameters/10-380	souffler	soprar	дуть	soplar	10	380	175	BLOW (OF WIND)
Key-2016-1310-234	fly (vb)	234	10-370	http://ids.clld.org/parameters/10-370	voler	voar	летать	volar	10	370	1441	FLY (MOVE THROUGH AIR)
Key-2016-1310-235	sail (vb)	235	10-360	http://ids.clld.org/parameters/10-360	naviguer	navegar	плыть под парусом	navegar	10	360	787	SAIL
Key-2016-1310-236	splash	236	10-352	http://ids.clld.org/parameters/10-352	éclabousser	chapinhar	плескаться	salpicar	10	352	365	SPLASH
Key-2016-1310-237	dive	237	10-351	http://ids.clld.org/parameters/10-351	plonger	mergulhar	нырять	zambullirse	10	351	119	DIVE
Key-2016-1310-238	swim	238	10-350	http://ids.clld.org/parameters/10-350	nager	nadar	плыть	nadar	10	350	1439	SWIM
Key-2016-1310-239	float	239	10-340	http://ids.clld.org/parameters/10-340	flotter	flutuar	плыть по поверхности воды	flotar	10	340	1574	FLOAT
Key-2016-1310-240	sink	240	10-330	http://ids.clld.org/parameters/10-330	couler, sombrer	afundar	погружаться в воду, тонуть	hundir	10	330	1088	SINK (DESCEND)
Key-2016-1310-241	flow	241	10-320	http://ids.clld.org/parameters/10-320	couler	fluir	течь, литься потоком	fluir, correr	10	320	2003	FLOW
Key-2016-1310-242	shake	242	10-260	http://ids.clld.org/parameters/10-260	secouer, agiter	agitar	трясти	sacudir	10	260	1909	SHAKE
Key-2016-1310-243	catch (ball)	243	10-252	http://ids.clld.org/parameters/10-252	attraper	apanhar, agarrar	ловить (мяч)	coger	10	252	702	CATCH
Key-2016-1310-244	throw	244	10-250	http://ids.clld.org/parameters/10-250	jeter	atirar, arremessar, lançar	бросать	echar, tirar	10	250	1456	THROW
Key-2016-1310-245	drip	245	10-240	http://ids.clld.org/parameters/10-240	s'égoutter	gotejar, escorrer	лить по каплям	gotear, escurrir	10	240	2253	DRIP (EMIT LIQUID)
Key-2016-1310-246	fall	246	10-230	http://ids.clld.org/parameters/10-230	tomber	cair	падать	caer	10	230	1280	FALL
Key-2016-1310-247	raise, lift	247	10-220	http://ids.clld.org/parameters/10-220	lever, élever	levantar, içar	поднимать	levantar	10	220	501	LIFT
Key-2016-1310-248	rise	248	10-210	http://ids.clld.org/parameters/10-210	monter, se lever	subir	подниматься, восходить	ascender	10	210	568	RISE (MOVE UPWARDS)
Key-2016-1310-249	twist	249	10-170	http://ids.clld.org/parameters/10-170	tordre	torcer	скручивать	torcer	10	170	3199	TWIST (AROUND)
Key-2016-1310-250	drop (vb)	250	10-160	http://ids.clld.org/parameters/10-160	laisser tomber	deixar cair	капать	dejar caer	10	160	2866	DROP (SOMETHING)
Key-2016-1310-251	roll	251	10-150	http://ids.clld.org/parameters/10-150	rouler	rolar	вращать	rodar, arrollar, enrollar	10	150	827	ROLL
Key-2016-1310-252	wind, wrap	252	10-140	http://ids.clld.org/parameters/10-140	enrouler, envelopper	envolver, enrolar	обертывать	enrollar, envolver	10	140	1113	WRAP
Key-2016-1310-253	turn around	253	10-130	http://ids.clld.org/parameters/10-130	culbuter, se retourner	voltar, dar a volta	развернуть(ся)	dar vuelta, voltear	10	130	1444	TURN AROUND
Key-2016-1310-254	turn over	254	10-120	http://ids.clld.org/parameters/10-120	retourner	virar	переворачивать(ся)	volcar, dar(se) vuelta	10	120	1445	TURN (SOMETHING)
Key-2016-1310-255	move	255	10-110	http://ids.clld.org/parameters/10-110	mouvoir, bouger	mover	двигаться	mover	10	110	765	MOVE
Key-2016-1310-256	paint (vb)	256	9-890	http://ids.clld.org/parameters/9-890	peindre	pintar	красить, рисовать (краской)	pintar	9	890	2001	PAINTING
Key-2016-1310-257	chisel	257	9-840	http://ids.clld.org/parameters/9-840	ciseau	cinzel	резец, долото	escoplo, cincel	9	840	1979	CHISEL
Key-2016-1310-258	paint (noun)	258	9-880	http://ids.clld.org/parameters/9-880	peinture	tinta	краска	pintura	9	880	647	PAINT (PIGMENTS)
Key-2016-1310-259	statue	259	9-830	http://ids.clld.org/parameters/9-830	statue	estátua	статуя	estatua	9	830	1002	STATUE
Key-2016-1310-260	sculptor	260	9-820	http://ids.clld.org/parameters/9-820	sculpteur	escultor	скульптор	escultor	9	820	914	SCULPTOR
Key-2016-1310-261	carve	261	9-810	http://ids.clld.org/parameters/9-810	sculpter, graver	esculpir	вырезать	esculpir	9	810	228	CARVE
Key-2016-1310-262	fan (vb)	262	9-791	http://ids.clld.org/parameters/9-791	s'éventer	ventilar, abanar	освежать, обмахивать (веером)	abanicar, aventar	9	791	360	FAN ACTION
Key-2016-1310-263	fan (noun)	263	9-790	http://ids.clld.org/parameters/9-790	éventail	ventilador	веер, вентилятор	abanico	9	790	1971	FAN (OBJECT)
Key-2016-1310-264	netbag	264	9-780	http://ids.clld.org/parameters/9-780	filet	saco	сетчатая сумка	bolsa de malla	9	780	293	NETBAG
Key-2016-1310-265	rug	265	9-771	http://ids.clld.org/parameters/9-771	tapis	tapete, carpete	ковёр	tapete, alfombra	9	771	292	RUG
Key-2016-1310-266	mat	266	9-770	http://ids.clld.org/parameters/9-770	natte	tapete	циновка	estera	9	770	195	MAT
Key-2016-1310-267	basket	267	9-760	http://ids.clld.org/parameters/9-760	panier	cesto, cesta	корзина	cesto, canasto, canasta	9	760	1539	BASKET
Key-2016-1310-268	weave, plait	268	9-750	http://ids.clld.org/parameters/9-750	tisser, tresser	tecer	ткать	tejer, trenzar	9	750	3294	BRAID (VERB) OR WEAVE (BASKET)
Key-2016-1310-269	glass	269	9-740	http://ids.clld.org/parameters/9-740	verre	vidro	стекло	vidrio	9	740	604	GLASS
Key-2016-1310-270	clay	270	9-730	http://ids.clld.org/parameters/9-730	argile, glaise	barro, argila	глина	barro, arcilla	9	730	1399	CLAY
Key-2016-1310-271	mold (clay etc)	271	9-720	http://ids.clld.org/parameters/9-720	mouler	moldar, amoldar	формовать	moldear, formar	9	720	289	MOLD
Key-2016-1310-272	potter	272	9-710	http://ids.clld.org/parameters/9-710	pottier	oleiro	гончар	alfarero	9	710	359	POTTER
Key-2016-1310-273	tin, tinplate	273	9-690	http://ids.clld.org/parameters/9-690	étain	estanho	(белая) жесть	estaño	9	690	3217	TIN OR TINPLATE
Key-2016-1310-274	lead (noun)	274	9-680	http://ids.clld.org/parameters/9-680	plomb	chumbo	свинец	plomo	9	680	627	LEAD (CHEMICAL ELEMENT)
Key-2016-1310-275	iron	275	9-670	http://ids.clld.org/parameters/9-670	fer	ferro	железо	hierro	9	670	621	IRON
Key-2016-1310-276	copper, bronze	276	9-660	http://ids.clld.org/parameters/9-660	cuivre, bronze	cobre, bronze	медь, бронза	cobre, bronce	9	660	3192	BRONZE OR COPPER
Key-2016-1310-277	silver	277	9-650	http://ids.clld.org/parameters/9-650	argent	prata	серебро	plata	9	650	759	SILVER
Key-2016-1310-278	gold	278	9-640	http://ids.clld.org/parameters/9-640	or	ouro	золото	oro	9	640	1369	GOLD
Key-2016-1310-279	cast (metals)	279	9-630	http://ids.clld.org/parameters/9-630	mouler, couler	fundir	отливать в форму (металлы)	fundir	9	630	211	CAST
Key-2016-1310-280	anvil	280	9-620	http://ids.clld.org/parameters/9-620	enclume	bigorna	наковальня	yunque	9	620	1648	ANVIL
Key-2016-1310-281	forge	281	9-610	http://ids.clld.org/parameters/9-610	forger	forja	кузница	fragua	9	610	288	FORGE
Key-2016-1310-282	smith, blacksmith	282	9-600	http://ids.clld.org/parameters/9-600	forgeron	ferreiro	кузнец	herrero	9	600	1001	BLACKSMITH
Key-2016-1310-283	glue	283	9-560	http://ids.clld.org/parameters/9-560	colle	cola	клей	cola, adhesivo (pegar)	9	560	1069	GLUE
Key-2016-1310-284	nail	284	9-500	http://ids.clld.org/parameters/9-500	clou, ongle, pointe	prego	гвоздь	clavo	9	500	502	NAIL (TOOL)
Key-2016-1310-285	hammer	285	9-490	http://ids.clld.org/parameters/9-490	marteau	martelo	молоток	martillo	9	490	1481	HAMMER
Key-2016-1310-286	saw	286	9-480	http://ids.clld.org/parameters/9-480	scie	serra	пила	serrucho, sierra	9	480	1948	SAW
Key-2016-1310-287	hollow out	287	9-461	http://ids.clld.org/parameters/9-461	creuser	esburacar, cavar	выдалбливать	ahuecar	9	461	46	HOLLOW OUT
Key-2016-1310-288	bore	288	9-460	http://ids.clld.org/parameters/9-460	percer, perforer	perfurar	дыра, отверстие	perforar	9	460	1501	BORE
Key-2016-1310-289	build	289	9-440	http://ids.clld.org/parameters/9-440	bâtir, construire	construir	строить	edificar	9	440	1840	BUILD
Key-2016-1310-290	carpenter	290	9-430	http://ids.clld.org/parameters/9-430	charpentier	carpinteiro	плотник	carpintero	9	430	1042	CARPENTER
Key-2016-1310-291	tool	291	9-422	http://ids.clld.org/parameters/9-422	outil	ferramenta	инструмент	herramienta	9	422	1361	TOOL
Key-2016-1310-292	broom	292	9-380	http://ids.clld.org/parameters/9-380	balai	vassoura	метла, веник	escoba	9	380	245	BROOM
Key-2016-1310-293	wash	293	9-360	http://ids.clld.org/parameters/9-360	laver	lavar	мыть	lavar	9	360	1453	WASH
Key-2016-1310-294	sweep	294	9-370	http://ids.clld.org/parameters/9-370	balayer	varrer	мести	barrer	9	370	230	SWEEP
Key-2016-1310-295	pour	295	9-350	http://ids.clld.org/parameters/9-350	verser	verter, despejar	лить, наливать	vaciar, verter, derramar	9	350	1487	POUR
Key-2016-1310-296	squeeze, wring	296	9-343	http://ids.clld.org/parameters/9-343	presser	espremer, comprimir	выжимать	estrujar, exprimir	9	343	1414	SQUEEZE
Key-2016-1310-297	press	297	9-342	http://ids.clld.org/parameters/9-342	presser, appuyer	comprimir, apertar	нажимать, давить	apretar, oprimir	9	342	1913	PRESS
Key-2016-1310-298	hang up	298	9-341	http://ids.clld.org/parameters/9-341	suspendre	pendurar	повесить	colgar	9	341	357	HANG UP
Key-2016-1310-299	spread out	299	9-340	http://ids.clld.org/parameters/9-340	étaler, éparpiller	estender, espalhar	распространять, распростроняться	extender, esparcir	9	340	38	SPREAD OUT
Key-2016-1310-300	pull	300	9-330	http://ids.clld.org/parameters/9-330	tirer	puxar	тянуть	tirar, jalar	9	330	1455	PULL
Key-2016-1310-301	stretch	301	9-320	http://ids.clld.org/parameters/9-320	étendre	esticar	тянуть, натягивать	alargar, estirar, tender	9	320	214	STRETCH
Key-2016-1310-302	rub, wipe	302	9-310	http://ids.clld.org/parameters/9-310	frotter, essuyer	esfregar	стереть	frotar, enjugar	9	310	1449	RUB
Key-2016-1310-303	flay, skin	303	9-290	http://ids.clld.org/parameters/9-290	écorcher	esfolar	сдирать кожу	desollar	9	290	291	PULL OFF (SKIN)
Key-2016-1310-304	tear	304	9-280	http://ids.clld.org/parameters/9-280	déchirer	romper, rasgar	рвать	romper, rasgar	9	280	1735	TEAR (SHRED)
Key-2016-1310-305	split	305	9-270	http://ids.clld.org/parameters/9-270	fendre	fender, partir	расколоть	hender, partir	9	270	1437	SPLIT
Key-2016-1310-306	broken	306	9-261	http://ids.clld.org/parameters/9-261	brisé, cassé	partido, quebrado	сломанный, разбитый	quebrado	9	261	588	BROKEN
Key-2016-1310-307	break	307	9-260	http://ids.clld.org/parameters/9-260	casser, briser	romper, quebrar	разбивать	quebrar	9	260	680	BREAK (DESTROY OR GET DESTROYED)
Key-2016-1310-308	ax	308	9-250	http://ids.clld.org/parameters/9-250	hache	machado	топор	hacha	9	250	677	AXE
Key-2016-1310-309	adze	309	9-251	http://ids.clld.org/parameters/9-251	herminette	enxó	тесло	azuela	9	251	290	ADZE
Key-2016-1310-310	scissors, shears	310	9-240	http://ids.clld.org/parameters/9-240	ciseaux	tesoura	ножницы	tijeras	9	240	356	SHEARS
Key-2016-1310-311	knife	311	9-230	http://ids.clld.org/parameters/9-230	couteau	faca	нож	cuchillo (herramienta)	9	230	1352	KNIFE
Key-2016-1310-312	stab	312	9-223	http://ids.clld.org/parameters/9-223	poignarder	apunhalar	заколоть	apuñalar	9	223	3189	STAB TO DEATH
Key-2016-1310-313	chop, hew	313	9-222	http://ids.clld.org/parameters/9-222	tailler, couper	abater, cortar	рубить	tajar, picar	9	222	155	CHOP
Key-2016-1310-314	cut down	314	9-221	http://ids.clld.org/parameters/9-221	abattre	derrubar	сокращать	tumbar, talar	9	221	355	CUT DOWN
