ID	NUMBER	GERMAN	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN_POS	GERMAN_VALENCE_MEAN	GERMAN_AROUSAL_MEAN	GERMAN_POTENCY_MEAN	GERMAN_AUTHORITY_MEAN	GERMAN_COMMUNITY_MEAN
Schauenburg-2015-858-809	809	vermissen	to miss	2328	MISS (SOMEBODY)	verb	3.767	6.333	6.2	4.304	4.652
Schauenburg-2015-858-810	810	Verrat	betrayal	13	DECEIT	noun	1.655	7.759	5.857	6.32	3.88
Schauenburg-2015-858-811	811	verraten	to betray	1902	BETRAY	verb	2.24	6.68	5.68	5.3	3.3
Schauenburg-2015-858-812	812	verreisen	to travel	3665	TRAVEL	verb	7.675	5.7	5.225	4.1	4.6
Schauenburg-2015-858-813	813	verrucht	profligate			adjective	4.571	6.571	5.464	4.833	4.375
Schauenburg-2015-858-814	814	versagen	to fail	3861	FAIL	verb	2.056	6.194	4.139	5.739	4
Schauenburg-2015-858-815	815	verständnisvoll	understanding			adjective	7.4	2.76	5.28	3.143	5.143
Schauenburg-2015-858-816	816	verstoßen	to disobey			verb	3.115	6.423	6.04	6.542	4.708
Schauenburg-2015-858-817	817	Vertrag	contract			noun	5.318	4.674	6.409	5.818	6
Schauenburg-2015-858-818	818	vertrauen	to trust	3902	TRUST (SOMEBODY)	verb	8	2.467	6.867	3.071	5.286
Schauenburg-2015-858-819	819	vertrauenswürdig	trustworthy			adjective	7.567	2.8	6.7	4.083	5.417
Schauenburg-2015-858-820	820	Vertraute	confident (female)			noun	7.696	2.739	6.957	3.333	6.222
Schauenburg-2015-858-821	821	Vertrauter	confident (female)			noun	7.722	2.444	6.639	3.125	5.063
Schauenburg-2015-858-822	822	verwöhnt	spoilt			adjective	3.919	5.081	4.486	5.292	3.75
Schauenburg-2015-858-823	823	verzeihen	to forgive	1528	FORGIVE	verb	6.909	3.721	5.884	4.174	5.652
Schauenburg-2015-858-824	824	Verzicht	waiver			noun	4	5.206	5.629	4.826	5.609
Schauenburg-2015-858-825	825	Vielfalt	diversity			noun	7.286	4.927	6.262	3.615	5.923
Schauenburg-2015-858-826	826	Volk	people	789	PEOPLE	noun	5.387	5.323	6.194	4.222	7.556
Schauenburg-2015-858-827	827	Volksfest	fair			noun	4.816	6.486	4.486	4	7.462
Schauenburg-2015-858-828	828	vorladen	to summon			verb	3.558	6.698	6.186	7.5	5
Schauenburg-2015-858-829	829	Vormund	guardian			noun	4	5.194	6.314	7.636	3.818
Schauenburg-2015-858-830	830	vornehm	posh			adjective	5.333	4.4	5.567	6.043	3.783
Schauenburg-2015-858-831	831	Vorstand	board (of a firm)			noun	4.559	5.294	6.647	7.292	4.875
Schauenburg-2015-858-832	832	Vorurteil	prejudice			noun	2.959	6.625	6.265	6.478	5.435
Schauenburg-2015-858-833	833	Vorwurf	accusation	381	BLAME	noun	2.647	7	6.438	6.478	4.565
Schauenburg-2015-858-834	834	Weib	shrew			noun	4.25	5.861	4.722	6.818	4.455
Schauenburg-2015-858-835	835	weiblich	female	1551	FEMALE	adjective	6.724	4.821	5.379	4.5	5.727
Schauenburg-2015-858-836	836	weich	soft	1856	SOFT	adjective	6.966	2.448	3.552	3.875	5.417
Schauenburg-2015-858-837	837	Weihnachten	christmas	2405	CHRISTMAS	noun	6.846	4.308	5.821	4.846	7.385
Schauenburg-2015-858-838	838	weise	wise	698	WISE	adjective	7	3	6.793	4.783	4.87
Schauenburg-2015-858-839	839	Weisheit	wisdom	4040	WISDOM	noun	8	2.722	7.556	4.864	4.864
Schauenburg-2015-858-840	840	westdeutsch	west German			adjective	4.963	5.074	5.259	5.208	4.292
Schauenburg-2015-858-841	841	Widerstand	resistance			noun	5.467	6.133	6.9	4.909	6.091
Schauenburg-2015-858-842	842	Wirt	host			noun	5.289	4.757	5.162	5.667	5.2
Schauenburg-2015-858-843	843	Wissenschaftler	scientist			noun	6.27	4.865	6.189	5.786	3.714
Schauenburg-2015-858-844	844	wohlhabend	wealthy	712	RICH	adjective	6.382	3.941	6.471	6	3.353
Schauenburg-2015-858-845	845	Wohngemeinschaft	residential community			noun	6	5.219	5.219	3	7.4
Schauenburg-2015-858-846	846	Würde	dignity			noun	6.943	3.886	6.618	5	3.5
Schauenburg-2015-858-847	847	Wut	rage	82	ANGER	noun	3.721	7.791	7.628	6.652	3.783
Schauenburg-2015-858-848	848	zärtlich	tender	1954	GENTLE	adjective	8.161	3.097	5.226	3.826	5.304
Schauenburg-2015-858-849	849	Zorn	anger			noun	3.233	7.4	7.4	6.565	3.826
Schauenburg-2015-858-850	850	Zugehörigkeit	affiliation			noun	6.556	3.889	5.667	4	7.417
Schauenburg-2015-858-851	851	Zuhause	home	2406	HOME	noun	8.184	2.053	6.811	3.75	4.333
Schauenburg-2015-858-852	852	Zuneigung	affection			noun	8	3.41	6.256	3.563	4.438
Schauenburg-2015-858-853	853	zusammenarbeiten	to collaborate			verb	7.324	4.324	6.486	3.6	8.067
Schauenburg-2015-858-854	854	Zusammenhalt	cohesion			noun	7.405	3.297	7.139	3.3	8.1
Schauenburg-2015-858-855	855	zutrauen	to trust sb.			verb	7.4	3.533	6.2	4.6	4
Schauenburg-2015-858-856	856	Zwang	compulsion			noun	2.098	7.268	6.732	8.385	3.923
Schauenburg-2015-858-857	857	zwingen	to coerce			verb	2.588	7.273	6.441	7.909	4.636
Schauenburg-2015-858-858	858	zynisch	cynical			adjective	3.932	6.568	5.705	5.917	3.292
