ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	PERSIAN	PERSIAN_PHONOLOGICAL	MAIN_SEMANTIC_CATEGORY	SEMANTIC_CATEGORY	SUB_SEMANTIC_CATEGORY
Anonby-2018-1500-1116	1116	185	FIREPLACE	fireplace	شومینه	šumine	Environment	Nature	Fire related
Anonby-2018-1500-1117	1117	10	FIREWOOD	firewood	هیزم	hizom	Environment	Nature	Fire related
Anonby-2018-1500-1118	1118	1188	CHARCOAL	charcoal	زغالِ چوب	zoġāl-e čub	Environment	Nature	Fire related
Anonby-2018-1500-1119	1119	646	ASH	ashes	خاکستر	xākestar	Environment	Nature	Fire related
Anonby-2018-1500-1120	1120	1732	SKY	sky	آسمان	āsemān	Environment	Nature	Sky
Anonby-2018-1500-1121	1121	27	AIR	air (breathed)	هوا	haʋā	Environment	Nature	Sky
Anonby-2018-1500-1122	1122	1489	CLOUD	cloud	ابر	abr	Environment	Nature	Sky
Anonby-2018-1500-1123	1123	1733	RAINBOW	rainbow	رنگین کمان	ranginkamān	Environment	Nature	Sky
Anonby-2018-1500-1124	1124	1343	SUN	sun	خورشید	xoršid	Environment	Nature	Sky
Anonby-2018-1500-1125	1125	1313	MOON	moon	ماه	māh	Environment	Nature	Sky
Anonby-2018-1500-1126	1126	3690	FULL MOON	full moon	ماه کامل	māh-e kāmel	Environment	Nature	Sky
Anonby-2018-1500-1127	1127	3691	NEW MOON	new moon	ماه نو	mah-e naʋ	Environment	Nature	Sky
Anonby-2018-1500-1128	1128	2285	ECLIPSE	eclipse (moon)	ماه گرفتگی	māhgereftegi	Environment	Nature	Sky
Anonby-2018-1500-1129	1129	1430	STAR	star	ستاره	setāre	Environment	Nature	Sky
Anonby-2018-1500-1130	1130	1811	SOUND OR NOISE	noise, sound (n.)	صدا	sedā	Environment	Nature	Other
Anonby-2018-1500-1131	1131	2877	RUSTLE (OF LEAVES)	rustle (leaves) (v.)	خش خش کردن	xešxeš kardan	Environment	Nature	Other
Anonby-2018-1500-1132	1132	3692	SQUEAK	squeak (wheel) (v.)	جیر جیر کشیدن	jirjir kardan	Environment	Nature	Other
Anonby-2018-1500-1133	1133	960	WIND	wind (n.)	باد	bād	Environment	Weather	
Anonby-2018-1500-1134	1134			dust storm	طوفانِ خاک	tufān-e xāk	Environment	Weather	
Anonby-2018-1500-1135	1135	858	STORM	storm	طوفان	tufān	Environment	Weather	
Anonby-2018-1500-1136	1136	1150	THUNDER	thunder	رعد	ra’d	Environment	Weather	
Anonby-2018-1500-1137	1137	1654	LIGHTNING	lightning	برق	barġ	Environment	Weather	
Anonby-2018-1500-1138	1138	658	RAIN (PRECIPITATION)	rain	باران	bārān	Environment	Weather	
Anonby-2018-1500-1139	1139	1016	DRIZZLE	drizzle	نم نمِ باران	namnam-e bārān	Environment	Weather	
Anonby-2018-1500-1140	1140	609	HAIL	hail	تگرگ	tagarg	Environment	Weather	
Anonby-2018-1500-1141	1141	1977	DEW	dew	شبنم	sabnam	Environment	Weather	
Anonby-2018-1500-1142	1142	613	HIGH TIDE	flood (n.)	سیل	sayl	Environment	Weather	
Anonby-2018-1500-1143	1143	1786	DRY UP	dry up, evaporate	تبخیر شدن	tabxir šodan	Environment	Weather	
Anonby-2018-1500-1144	1144	199	FAMINE	drought, famine	خشکسالی	xošksāli	Environment	Weather	
Anonby-2018-1500-1145	1145	691	SEASON	season	فصل	fasl	Environment	Weather	Seasons
Anonby-2018-1500-1146	1146	1537	SPRINGTIME	spring	بهار	bahār	Environment	Weather	Seasons
Anonby-2018-1500-1147	1147	1342	SUMMER	summer	تابستان	tābestān	Environment	Weather	Seasons
Anonby-2018-1500-1148	1148	1276	AUTUMN	autumn, fall	پاییز	pāyiz	Environment	Weather	Seasons
Anonby-2018-1500-1149	1149	1471	WINTER	winter	زمستان	zemestān	Environment	Weather	Seasons
Anonby-2018-1500-1150	1150	630	LIGHT (RADIATION)	light	نور	nur	Environment	Weather	Ambient conditions
Anonby-2018-1500-1151	1151	3276	SUNSHINE	sunshine	نورِ خورشید	nur-e xoršid	Environment	Weather	Ambient conditions
Anonby-2018-1500-1152	1152			moonlight	نورِ ماه	nur-e māh	Environment	Weather	Ambient conditions
Anonby-2018-1500-1153	1153	1388	SHADE	shadow	سایه	sāye	Environment	Weather	Ambient conditions
Anonby-2018-1500-1154	1154	11	DARKNESS	darkness	تاریکی	tāriki	Environment	Weather	Ambient conditions
Anonby-2018-1500-1155	1155	892	TIME	time	وقت، زمان	ʋaġt, zamān	Environment	Time	
Anonby-2018-1500-1156	1156	1376	NOW	now	حالا، اکنون	hālā, aknun	Environment	Time	
Anonby-2018-1500-1157	1157	1882	BEFORE	before	قبل، پیش از	ġabl, piš az	Environment	Time	
Anonby-2018-1500-1158	1158	1685	AFTER	after	بعد، پس از	ba’d, pas az	Environment	Time	
Anonby-2018-1500-1159	1159	672	EARLY	early	زود	zud	Environment	Time	
Anonby-2018-1500-1160	1160	477	LATE	late	دیر	dir	Environment	Time	
Anonby-2018-1500-1161	1161	374	ONE TIME	once	یک بار، یک باره 	yekbār, yekbāre	Environment	Time	
Anonby-2018-1500-1162	1162	204	AGAIN	again	دوباره، باز	dobāre, bāz	Environment	Time	
Anonby-2018-1500-1163	1163	1544	SOMETIMES	sometimes	بعضی اوقات	ba’zi aʋġāt	Environment	Time	
Anonby-2018-1500-1164	1164	1852	OFTEN	often	اغلب	aġlab	Environment	Time	
Anonby-2018-1500-1165	1165			usually	معمولاً	ma’mulan	Environment	Time	
Anonby-2018-1500-1166	1166	1676	ALWAYS	always	همیشه	hamiše	Environment	Time	
Anonby-2018-1500-1167	1167	1656	NEVER	never	هرگز، هیچ وقت	hargez, hičʋaġt 	Environment	Time	
Anonby-2018-1500-1168	1168			spend time, pass time	وقت گذراندن	ʋaġt gozarāndan	Environment	Time	
Anonby-2018-1500-1169	1169	1590	WAIT (FOR)	wait	انتظار کشیدن، منتظر بودن	entezār kešidan, montazer budan	Environment	Time	
Anonby-2018-1500-1170	1170	1260	DAY (24 HOURS)	day	روز	ruz	Environment	Time	Time periods
Anonby-2018-1500-1171	1171	1370	MONTH	month	ماه	māh	Environment	Time	Time periods
Anonby-2018-1500-1172	1172	1226	YEAR	year	سال	sāl	Environment	Time	Time periods
Anonby-2018-1500-1173	1173	1283	TODAY	today	امروز	emruz	Environment	Time	Time periods
Anonby-2018-1500-1174	1174	1174	YESTERDAY	yesterday	دیروز	diruz	Environment	Time	Time periods
Anonby-2018-1500-1175	1175	1180	DAY BEFORE YESTERDAY	day before yesterday	پریروز	pariruz	Environment	Time	Time periods
Anonby-2018-1500-1176	1176	1329	TOMORROW	tomorrow	فردا	fardā	Environment	Time	Time periods
Anonby-2018-1500-1177	1177	1179	DAY AFTER TOMORROW	day after tomorrow	پس فردا 	pasfardā	Environment	Time	Time periods
Anonby-2018-1500-1178	1178			olden times	زمانِ قدیم	zamān-e ġadim	Environment	Time	Time periods
Anonby-2018-1500-1179	1179	729	DAWN	dawn (before sunrise)	سپیده دم	sepidedam	Environment	Time	Times of the day
Anonby-2018-1500-1180	1180	2296	SUNRISE	sunrise	طلوعِ آفتاب،  طلوعِ خورشید	tolu’-e āftāb, tolu’-e xoršid	Environment	Time	Times of the day
Anonby-2018-1500-1181	1181	1339	MORNING	morning	صبح	sobh	Environment	Time	Times of the day
Anonby-2018-1500-1182	1182	12	MIDDAY	noon	ظهر	zohr	Environment	Time	Times of the day
Anonby-2018-1500-1183	1183	1807	AFTERNOON	afternoon	بعد از ظهر، عصر	ba’dazzohr, asr	Environment	Time	Times of the day
Anonby-2018-1500-1184	1184	2295	SUNSET	sunset	غروبِ آفتاب، غروبِ خورشید	ġorub-e āftāb, ġorub-e xoršid	Environment	Time	Times of the day
Anonby-2018-1500-1185	1185	2297	DUSK	dusk, twilight (after sunset)	بعد از غروب، هوای گرگ و میش	ba’d az ġorub, haʋā-ye gorg o miš	Environment	Time	Times of the day
Anonby-2018-1500-1186	1186			daytime	روزهنگام	ruzhengām	Environment	Time	Times of the day
Anonby-2018-1500-1187	1187	1233	NIGHT	night	شب	šab	Environment	Time	Times of the day
Anonby-2018-1500-1188	1188	738	THING	thing	چیز، شیء	čiz, šay’	Environment	Space and objects	
Anonby-2018-1500-1189	1189	594	PIECE	piece	تکه، قطعه	tekke, ġet’e	Environment	Space and objects	
Anonby-2018-1500-1190	1190	1753	TOP	top	بالا	bālā	Environment	Space and objects	
Anonby-2018-1500-1191	1191	690	BOTTOM	bottom	پایین	pāyin	Environment	Space and objects	
Anonby-2018-1500-1192	1192	2194	FRONT (PART)	front (of something)	جلو	jelaʋ / jolo	Environment	Space and objects	
Anonby-2018-1500-1193	1193	2323	BACK (PART)	back (of something)	پشت، عقب	pošt, aġab	Environment	Space and objects	
Anonby-2018-1500-1194	1194	682	SIDE	side (of something)	کنار	kenār	Environment	Space and objects	
Anonby-2018-1500-1195	1195	1093	MIDDLE	middle	وسط، میان	ʋasat, miyān	Environment	Space and objects	
Anonby-2018-1500-1196	1196	863	EDGE	edge (n.)	لبه	labe	Environment	Space and objects	
Anonby-2018-1500-1197	1197			point (n.)	نوک	nok	Environment	Space and objects	
Anonby-2018-1500-1198	1198			bump (n.), protuberance	بر آمدگی	barāmadegi	Environment	Space and objects	
Anonby-2018-1500-1199	1199	519	SPOT	spot (n.)	نقطه، نقطه و جای مشخص	noġte, noġte ʋa jā-ye mošaxas	Environment	Space and objects	
Anonby-2018-1500-1200	1200	2874	MOVE (ONESELF)	move (intr.)	حرکت کردن، تکان خوردن	harkat / harekat kardan, takān xordan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1201	1201	3695	MOVEMENT	movement	حرکت	harkat / harekat	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1202	1202	1446	COME	come	آمدن	āmadan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1203	1203	695	GO	go	رفتن	raftan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1204	1204	1778	APPROACH	approach (v.)	نزدیک شدن	nazdik šodan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1205	1205	1387	ARRIVE	arrive	رسیدن	residan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1206	1206	987	REMAIN	remain, stay	ماندن	māndan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1207	1207	1752	LEAVE	leave (place)	ترک کردن	tark kardan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1208	1208	581	COME BACK	return, go back	بر گشتن، بازگشتن	bargaštan, bāzgaštan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1209	1209	749	ENTER	enter, go in	وارد شدن	ʋāred šodan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1210	1210	1107	GO OUT	come (or go) out, exit (v.)	خارج شدن، بیرون رفتن	xārej šodan, birun raftan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1211	1211	705	GO UP (ASCEND)	ascend, go up	بالا رفتن	bālā raftan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1212	1212	2014	GO DOWN (DESCEND)	descend, go down	پایین آمدن	pāyin āmadan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1213	1213	1280	FALL	fall (intr.)	افتادن	oftādan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1214	1214	2871	SWING (MOVEMENT)	swing (v.), go back and forth	تاب خوردن	tāb xordan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1215	1215			slide	سر خوردن، لغزیدن	sor xordan, laġzidan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1216	1216	827	ROLL	roll	غلتیدن	ġaltidan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1217	1217			spread (disease, fire) (intr.)	پخش شدن	paxš šodan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1218	1218	3020	BREAK (BREAKING)	burst	منفجر شدن، ترکیدن	monfajer šodan, tarakidan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1219	1219	485	DISAPPEAR	disappear	ناپدید شدن	nāpadid šodan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1220	1220			speed (n.)	سرعت	sor’at	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1221	1221	1631	FAST	fast	تند، سریع	tond, sari’	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1222	1222	701	SLOW	slow	آهسته، یواش	āheste, yaʋāš	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1223	1223	754	HURRY	hurry (intr.)	عجله کردن	ajale kardan	Events and actions	Movement (mostly intransitive)	
Anonby-2018-1500-1224	1224			take (something from someone)	برداشتن، گرفتن	bardāštan, gereftan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1225	1225	855	SEIZE	snatch, seize	ربودن، قاپ زنی کردن، دستبرد زدن	robudan, ġāpzani kardan, dastbord zadan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1226	1226	702	CATCH	catch (object in air)	گرفتن	gereftan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1227	1227	371	PICK UP	pick up	برداشتن	bardāstan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1228	1228	1448	HOLD	hold	نگه \ نگاه داشتن	negah / negāh dāštan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1229	1229	501	LIFT	raise, lift	بلند کردن، بالا بردن   	boland kardan, bālā bordan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1230	1230			lower (tr.)	پایین آوردن	pāyin āʋordan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1231	1231	2866	DROP (SOMETHING)	drop (tr.)	انداختن	andāxtan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1232	1232	1456	THROW	throw	پرتاب کردن	partāb kardan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1233	1233	1172	SHOOT	shoot (v.)	تیر زدن، شلیک کردن	tir zadan, šelik kardan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1234	1234			knock down, knock over	به زمین کوبیدن	be zamin kubidan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1235	1235	1445	TURN (SOMETHING)	turn over (tr.)	برگشتن	bargaštan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1236	1236	1455	PULL	pull	کشیدن	kešidan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1237	1237	2030	DRAG	drag	کشاندن، روی زمین کشیدن 	kešāndan, ru-ye zamin kešidan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1238	1238	1452	PUSH	push	هل دادن فشار دادن	hol dādan, fešār dādan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1239	1239			steer (v.)	راندن	rāndan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1240	1240			overtake, pass (tr.)	سبقت گرفتن، رد کردن، جلو زدن	sebġat gereftan, rad kardan, jelaʋ / jolo zadan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1241	1241	3274	ENCIRCLE	surround	احاطه کردن	ehāte kardan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1242	1242	430	TWIST	twist	پیچیدن، پیچاندن، پیچ و تاب خوردن	pičidan, pičāndan, pič o tāb xordan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1243	1243	1470	FOLD	fold (v.)	تا کردن	tā kardan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1244	1244			coil (rope) (v.)	حلقه زدن	halġe zadan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1245	1245	357	HANG UP	hang up	آویزان کردن	āʋizān kardan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1246	1246	38	SPREAD OUT	spread out (maize) (tr.) 	پخش کردن	paxš kardan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1247	1247	214	STRETCH	stretch (tr.)	کشیدن	kešidan	Events and actions	Actions, events affecting matter	General
Anonby-2018-1500-1248	1248	353	STRIKE	hit, strike	کوبیدن، زدن، ضربه زدن	kubidan, zadan, zarbe zadan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1249	1249	3308	STRIKE (SOMEONE)	beat (someone)	کتک زدن	kotak zadan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1250	1250			bump (v.), knock against	خوردن به ...	xordan b ... 	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1251	1251	1449	RUB	rub	مالیدن	mālidan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1252	1252	1767	SCRAPE	scrape (v.)	خراشاندن، تراشیدن، خاراندن	xārāšāndan, tarāšidan, xārāndan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1253	1253	1436	SCRATCH	scratch (v.)	خاراندن، خراشیدن، خراش دادن 	xārāndan, xarāšidan, xarāš dādan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1254	1254	398	PIERCE	pierce	سوراخ کردن	surax kardan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1255	1255	1735	TEAR (SHRED)	tear (tr.)	پاره کردن	pāre kardan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1256	1256			strip off (bark)	پوست کندن	pust kandan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1257	1257	1909	SHAKE	shake (tr.)	تکان دادن	tekān dādan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1258	1258	1414	SQUEEZE	squeeze	فشار دادن، فشردن، فشرده نشستن 	fešār dādan, fešordan, fešorde nešastan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1259	1259	1520	CRUSH	crush	له کردن، خرد کردن	leh kardan, xord kardan	Events and actions	Actions, events affecting matter	Percussion
Anonby-2018-1500-1260	1260	734	MAKE	create, make	ساختن، ایجاد کردن	sāxtan, ijād kardan	Events and actions	Actions, events affecting matter	Creation and destruction
Anonby-2018-1500-1261	1261	2856	CHANGE (SOMETHING)	alter, change (tr.)	تغییر دادن، عوض کردن	taġyir dādan, aʋaz kardan	Events and actions	Actions, events affecting matter	Creation and destruction
Anonby-2018-1500-1262	1262	2558	BREAK (CLEAVE)	break (tr.)	شکستن، خراب کردن	šekastan, xarāb kardan	Events and actions	Actions, events affecting matter	Creation and destruction
Anonby-2018-1500-1263	1263	681	DESTROY	destroy, spoil	خراب کردن، نابود کردن، از بین بردن، ضایع کردن	xarāb kardan, nābud kardan, az bayn bordan, zāye’ kardan	Events and actions	Actions, events affecting matter	Creation and destruction
Anonby-2018-1500-1264	1264			ruined, spoiled	خراب، فاسد، ویران شده، تباه شده	xarāb, fāsed, ʋirānšode, tabāhšode	Events and actions	Actions, events affecting matter	Creation and destruction
Anonby-2018-1500-1265	1265	1743	JOIN	join, put together	پیوستن، وصل  کردن 	payʋastan, ʋasl kardan	Events and actions	Actions, events affecting matter	Association of things
Anonby-2018-1500-1266	1266			accumulate	روی هم گذاشتن، انباشتن	ruy-e ham gozāštan, ambāštan	Events and actions	Actions, events affecting matter	Association of things
Anonby-2018-1500-1267	1267	7	GATHER	gather	جمع کردن	jam’ kardan	Events and actions	Actions, events affecting matter	Association of things
Anonby-2018-1500-1268	1268	1119	DIVIDE	divide, separate (tr.)	تقسیم کردن، جدا کردن	taġsim kardan, jedā / jodā kardan	Events and actions	Actions, events affecting matter	Association of things
Anonby-2018-1500-1269	1269	3705	SCATTER	scatter (tr.)	پخش کردن، پراکنده کردن، افشاندن 	paxš kardan, parākande kardan, afšāndan	Events and actions	Actions, events affecting matter	Association of things
Anonby-2018-1500-1270	1270	3696	THROW AWAY	throw away, get rid of	دور انداختن	dur andāxtan	Events and actions	Actions, events affecting matter	Association of things
Anonby-2018-1500-1271	1271	998	PUT	put, place, set	قرار دادن، جای گذاری کردن، گذاشتن	ġarār dādan, jāygozāri kardan, gozāštan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1272	1272			leave (something somewhere)	جا گذاشتن	jā gozāštan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1273	1273	1997	PRESERVE	keep, save	نگه \ نگاه داشتن، ذخیره کردن، باقی گذاشتن	negah / negāh dāštan, zaxire kardan, bāġi gozāštan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1274	1274	602	HIDE (CONCEAL)	hide (tr.)	پنهان کردن، قایم کردن	penhān kardan, ġāyem kardan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1275	1275	3072	MISPLACE	lose (tr.)	گم کردن، از دست دادن	gom kardan, az dast dādan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1276	1276	1468	LOOK FOR	look for	دنبالِ چیزی (یا کسی) گشتن، جستجو کردن	dombāl-e čizi (yā kasi) gaštan, josteju kardan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1277	1277	719	FIND	find	پیدا کردن	paydā kardan	Events and actions	Actions, events affecting matter	Placement
Anonby-2018-1500-1278	1278	175	BLOW (OF WIND)	blow (of wind) (v.)	وزیدن	ʋazidan	Events and actions	Actions, events affecting matter	Action of wind
Anonby-2018-1500-1279	1279			blow down	پراندن	parāndan	Events and actions	Actions, events affecting matter	Action of wind
Anonby-2018-1500-1280	1280			blow away	پراندن	parāndan	Events and actions	Actions, events affecting matter	Action of wind
Anonby-2018-1500-1281	1281	360	FAN (ACTION)	fan (v.)	باد زدن	bād zadan	Events and actions	Actions, events affecting matter	Action of wind
Anonby-2018-1500-1282	1282	2003	FLOW	flow	جاری شدن، جاری بودن	jāri šodan, jāri budan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1283	1283	808	DRIP (FALL IN GLOBULES)	drip	چکه کردن	čekke kardan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1284	1284	2253	DRIP (EMIT LIQUID)	leak (v.)	نشت کردن	našt kardan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1285	1285			sprinkle	پاشیدن	pāšidan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1286	1286	364	SMEAR	smear (tr.)	آغشتن	āġeštan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1287	1287	3697	DIP	dip	فرو بردن	foru bordan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1288	1288	2069	SOAK (VERB)	soak	خیساندن	xisāndan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1289	1289	3224	WRING	wring out	چلاندن، فشردن	čelāndan, fešordan 	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1290	1290	2015	MAKE DRY	dry out (clothes)	خشکاندن، خشک کردن	xoškāndan, xošk kardan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1291	1291	1574	FLOAT	float	شناوربودن	šenāʋar budan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1292	1292	1088	SINK (DESCEND)	sink (v.)	غرق شدن، ته نشین شدن	ġarġ šodan, tahnešin šodan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1293	1293	1904	DROWN	drown (intr.)	غرق شدن	ġarġ šodan	Events and actions	Actions, events affecting matter	Action with liquids
Anonby-2018-1500-1294	1294	708	SHINE	shine	درخشیدن	deraxšidan	Events and actions	Actions, events affecting matter	Action of light
Anonby-2018-1500-1295	1295	2704	FADE (LOOSE COLOR)	fade	محو شدن 	mahʋ šodan	Events and actions	Actions, events affecting matter	Action of light
Anonby-2018-1500-1296	1296	679	BRIGHT	bright	روشن	raʋšan	Events and actions	Actions, events affecting matter	Action of light
Anonby-2018-1500-1297	1297			dim (v.)	تیره شدن، کم نور شدن	tire šodan, kamnur šodan	Events and actions	Actions, events affecting matter	Action of light
Anonby-2018-1500-1298	1298	737	LIGHT (IGNITE)	light (fire) (v.)	روشن کردن	raʋšan kardan	Events and actions	Actions, events affecting matter	Action of heat, fire
Anonby-2018-1500-1299	1299	127	EXTINGUISH	quench, extinguish	خاموش کردن، فرو نشاندن	xāmuš kardan, foru nešāndan	Events and actions	Actions, events affecting matter	Action of heat, fire
Anonby-2018-1500-1300	1300	1428	BURNING	burn (intr.), blaze	سوختن، شعله ور شدن	suxtan, šo’leʋar šodan	Events and actions	Actions, events affecting matter	Action of heat, fire
Anonby-2018-1500-1301	1301	2334	MELT	melt (intr.)	ذوب شدن	zaʋb šodan	Events and actions	Actions, events affecting matter	Action of heat, fire
Anonby-2018-1500-1302	1302	3447	BEGIN OR START	begin	شروع کردن \ شدن، آغاز کردن \ شدن	šoru’ kardan / šodan, āġāz kardan / šodan	Events and actions	Aspect	
Anonby-2018-1500-1303	1303	1557	BEGINNING	beginning	اِبتدا، آغاز	ebtedā, āġāz	Events and actions	Aspect	
Anonby-2018-1500-1304	1304	3699	CONTINUE	continue, resume	ادامه دادن	edāme dādan	Events and actions	Aspect	
Anonby-2018-1500-1305	1305	743	END (OF TIME)	end (n.)	پایان	pāyān	Events and actions	Aspect	
Anonby-2018-1500-1306	1306	1928	CEASE	cease, stop	توقف کردن	taʋaġġof kardan	Events and actions	Aspect	
Anonby-2018-1500-1307	1307	1766	FINISH	finish, complete (v.)	تمام کردن \ شدن، کامل کردن \  شدن	tamām kardan / šodan, kāmel kardan / šodan	Events and actions	Aspect	
Anonby-2018-1500-1308	1308	1202	BIG	big	بزرگ	bozorg	Quality	Dimension, shape	
Anonby-2018-1500-1309	1309			enlarge	بزرگ کردن	bozorg kardan	Quality	Dimension, shape	
Anonby-2018-1500-1310	1310	1246	SMALL	small	کوچک	kučak / kuček	Quality	Dimension, shape	
Anonby-2018-1500-1311	1311	1184	DIMINISH	diminish (tr.)	کم کردن	kam kardan	Quality	Dimension, shape	
Anonby-2018-1500-1312	1312	1265	HIGH	high	بالا	bālā	Quality	Dimension, shape	
Anonby-2018-1500-1313	1313	3348	LOW (POSITION OR HEIGHT)	low	پایین	pāyin	Quality	Dimension, shape	
Anonby-2018-1500-1314	1314	1203	LONG	long	دراز	derāz	Quality	Dimension, shape	
Anonby-2018-1500-1315	1315	3700	LENGTHEN	lengthen	دراز کردن	derāz kardan	Quality	Dimension, shape	
Anonby-2018-1500-1316	1316	1645	SHORT	short	کوتاه	kutāh	Quality	Dimension, shape	
Anonby-2018-1500-1317	1317			shorten	کوتاه کردن	kutāh kardan	Quality	Dimension, shape	
Anonby-2018-1500-1318	1318	1279	FAT (OBESE)	fat, thick	کلفت	koloft	Quality	Dimension, shape	
Anonby-2018-1500-1319	1319	1400	THIN (SLIM)	thin	لاغر، باریک	lāġar, bārik 	Quality	Dimension, shape	
Anonby-2018-1500-1320	1320	1243	WIDE	wide	پهن، عریض	pahn, ariz	Quality	Dimension, shape	
Anonby-2018-1500-1321	1321			widen	پهن کردن، گشاد کردن، عریض کردن	pahn kardan, gošād kardan, ariz kardan	Quality	Dimension, shape	
Anonby-2018-1500-1322	1322	1267	NARROW	narrow	باریک، تنگ	bārik, tang	Quality	Dimension, shape	
Anonby-2018-1500-1323	1323	1593	DEEP	deep	عمیق، عمق دار، ژرف، گود	amiġ, omġdār, žarf, gaʋd	Quality	Dimension, shape	
Anonby-2018-1500-1324	1324			deepen	گود کردن	gaʋd kardan	Quality	Dimension, shape	
Anonby-2018-1500-1325	1325	193	SHALLOW	shallow	کم عمق	kamomġ	Quality	Dimension, shape	
Anonby-2018-1500-1326	1326	1633	FLAT	flat	صاف، هموار	sāf, hamʋār 	Quality	Dimension, shape	
