NUMBER	ENGLISH	SUBSET	SOURCE
Shin-1995-1468-1293	1293	thou	(400)	C. & S., K. & K., MS
Shin-1995-1468-1294	1294	thousand	(1500)	K. & K.
Shin-1995-1468-1295	1295	thread	(1500)	K. & K.
Shin-1995-1468-1296	1296	threaten	(1500)	B. & Th.
Shin-1995-1468-1297	1297	three	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1298	1298	thresh	(1500)	K. & K.
Shin-1995-1468-1299	1299	threshing-floor	(1500)	K. & K.
Shin-1995-1468-1300	1300	throat	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1301	1301	throw	(100)	B. & Th., C. & S., CL, JHG, K. & K., MS
Shin-1995-1468-1302	1302	thunder	(700)	B. & Th., JHG
Shin-1995-1468-1303	1303	thus	(700)	B. & Th., JHG
Shin-1995-1468-1304	1304	tick	(1500)	K. & K.
Shin-1995-1468-1305	1305	tickle	(1500)	B. & Th.
Shin-1995-1468-1306	1306	tie	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1307	1307	tighten	(1500)	CL
Shin-1995-1468-1308	1308	time	(700)	B. & Th., JHG
Shin-1995-1468-1309	1309	timid	(1500)	B. & Th.
Shin-1995-1468-1310	1310	tin	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1311	1311	tinder	(1500)	K. & K.
Shin-1995-1468-1312	1312	tire	(1500)	CL
Shin-1995-1468-1313	1313	toad	(1500)	B. & Th.
Shin-1995-1468-1314	1314	today	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1315	1315	toes	(700)	B. & Th., JHG
Shin-1995-1468-1316	1316	tomb	(1500)	B. & Th.
Shin-1995-1468-1317	1317	tomorrow	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1318	1318	tongue	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1319	1319	tooth	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1320	1320	top	(700)	B. & Th., K. & K.
Shin-1995-1468-1321	1321	topple	(1500)	CL
Shin-1995-1468-1322	1322	tortoise	(700)	B. & Th., JHG
Shin-1995-1468-1323	1323	touch	(200)	B. & Th., CL, JHG, K. & K.
Shin-1995-1468-1324	1324	toward	(1500)	B. & Th.
Shin-1995-1468-1325	1325	transport	(1500)	CL
Shin-1995-1468-1326	1326	trap	(1500)	K. & K.
Shin-1995-1468-1327	1327	treat	(1500)	CL
Shin-1995-1468-1328	1328	tree	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1329	1329	tremble	(700)	CL, K. & K.
Shin-1995-1468-1330	1330	trim	(1500)	CL
Shin-1995-1468-1331	1331	trip	(1500)	B. & Th.
Shin-1995-1468-1332	1332	trouble	(1500)	B. & Th.
Shin-1995-1468-1333	1333	trough	(1500)	K. & K.
Shin-1995-1468-1334	1334	trousers	(1500)	K. & K.
Shin-1995-1468-1335	1335	true	(1500)	CL
Shin-1995-1468-1336	1336	trunk	(700)	B. & Th., JHG
Shin-1995-1468-1337	1337	truth	(700)	B. & Th., JHG
Shin-1995-1468-1338	1338	try	(1500)	B. & Th.
Shin-1995-1468-1339	1339	turkey	(700)	B. & Th., JHG
Shin-1995-1468-1340	1340	turn	(400)	C. & S., K. & K., MS
Shin-1995-1468-1341	1341	turn around	(1500)	CL
Shin-1995-1468-1342	1342	turn into	(1500)	CL
Shin-1995-1468-1343	1343	turn off	(1500)	CL
Shin-1995-1468-1344	1344	turn over	(1500)	CL
Shin-1995-1468-1345	1345	twelve	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1346	1346	twenty	(200)	B. & Th., JHG, K. & K., MS
Shin-1995-1468-1347	1347	twenty-one	(700)	B. & Th., JHG
Shin-1995-1468-1348	1348	twilight	(1500)	B. & Th.
Shin-1995-1468-1349	1349	twist	(700)	B. & Th., JHG
Shin-1995-1468-1350	1350	two	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1351	1351	type	(1500)	B. & Th.
Shin-1995-1468-1352	1352	udder	(1500)	K. & K.
Shin-1995-1468-1353	1353	ugly	(400)	B. & Th., CL, JHG
Shin-1995-1468-1354	1354	umbrella tree	(1500)	B. & Th.
Shin-1995-1468-1355	1355	unable	(1500)	B. & Th.
Shin-1995-1468-1356	1356	underneath	(700)	B. & Th., JHG
Shin-1995-1468-1357	1357	understand	(1500)	K. & K.
Shin-1995-1468-1358	1358	undo	(1500)	CL
Shin-1995-1468-1359	1359	undress	(700)	B. & Th., JHG
Shin-1995-1468-1360	1360	unlock	(1500)	K. & K.
Shin-1995-1468-1361	1361	unmarried girl	(1500)	B. & Th.
Shin-1995-1468-1362	1362	untether	(1500)	K. & K.
Shin-1995-1468-1363	1363	untie	(700)	B. & Th., JHG
Shin-1995-1468-1364	1364	up	(1500)	K. & K.
Shin-1995-1468-1365	1365	urinate	(200)	B. & Th., CL, JHG, K. & K.
Shin-1995-1468-1366	1366	urine	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1367	1367	usual	(1500)	CL
Shin-1995-1468-1368	1368	vagina	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1369	1369	vein	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1370	1370	vengeance	(1500)	B. & Th.
Shin-1995-1468-1371	1371	venom	(1500)	B. & Th.
Shin-1995-1468-1372	1372	very	(1500)	K. & K.
Shin-1995-1468-1373	1373	village	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1374	1374	voice	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1375	1375	vomit	(200)	B. & Th., C. & S., CL, K. & K., MS
Shin-1995-1468-1376	1376	vulture	(700)	B. & Th., JHG
Shin-1995-1468-1377	1377	waist	(1500)	B. & Th.
Shin-1995-1468-1378	1378	wait	(1500)	B. & Th.
Shin-1995-1468-1379	1379	wait for	(1500)	CL
Shin-1995-1468-1380	1380	wake up	(700)	B. & Th., CL
Shin-1995-1468-1381	1381	walk	(200)	B. & Th., C. & S., JHG, MS
Shin-1995-1468-1382	1382	walk	(400)	B. & Th., CL, JHG
Shin-1995-1468-1383	1383	wall	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1384	1384	want	(400)	B. & Th., CL, K. & K.
Shin-1995-1468-1385	1385	war	(700)	B. & Th., JHG
Shin-1995-1468-1386	1386	warm	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1387	1387	wart-hog-koiropotamus	(1500)	B. & Th.
Shin-1995-1468-1388	1388	wash	(200)	B. & Th., C. & S., CL, K. & K., MS
Shin-1995-1468-1389	1389	water	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1390	1390	water spirit	(1500)	B. & Th.
Shin-1995-1468-1391	1391	waterhole	(1500)	B. & Th.
Shin-1995-1468-1392	1392	wave	(1500)	K. & K.
Shin-1995-1468-1393	1393	we	(200)	B. & Th., C. & S., K. & K., MS
Shin-1995-1468-1394	1394	weak	(400)	B. & Th., CL, JHG
Shin-1995-1468-1395	1395	weave	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1396	1396	weaving loom	(1500)	K. & K.
Shin-1995-1468-1397	1397	weawer	(700)	B. & Th., JHG
Shin-1995-1468-1398	1398	wedding	(1500)	K. & K.
Shin-1995-1468-1399	1399	wedge	(1500)	K. & K.
Shin-1995-1468-1400	1400	weed	(700)	B. & Th., JHG
Shin-1995-1468-1401	1401	weed	(1500)	K. & K.
Shin-1995-1468-1402	1402	well	(700)	B. & Th., JHG
Shin-1995-1468-1403	1403	well	(1500)	B. & Th.
Shin-1995-1468-1404	1404	west	(700)	B. & Th., JHG
Shin-1995-1468-1405	1405	wet	(100)	B. & Th., C. & S., CL, JHG, K. & K., MS
Shin-1995-1468-1406	1406	wetten	(1500)	CL
Shin-1995-1468-1407	1407	what	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1408	1408	wheat	(1500)	K. & K.
Shin-1995-1468-1409	1409	wheel	(1500)	K. & K.
Shin-1995-1468-1410	1410	when	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1411	1411	where	(100)	B. & Th., C. & S., CL, JHG, K. & K., MS
Shin-1995-1468-1412	1412	whetstone	(1500)	K. & K.
Shin-1995-1468-1413	1413	whey	(1500)	K. & K.
Shin-1995-1468-1414	1414	whip	(1500)	K. & K.
Shin-1995-1468-1415	1415	whirligig	(1500)	K. & K.
Shin-1995-1468-1416	1416	whisper	(1500)	K. & K.
Shin-1995-1468-1417	1417	whistle	(700)	B. & Th., K. & K.
Shin-1995-1468-1418	1418	white	(100)	B. & Th., C. & S., CL, JHG, K. & K., MS
Shin-1995-1468-1419	1419	white clay	(1500)	B. & Th.
Shin-1995-1468-1420	1420	whither	(1500)	K. & K.
Shin-1995-1468-1421	1421	who	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1422	1422	whole	(1500)	B. & Th.
Shin-1995-1468-1423	1423	why	(700)	B. & Th., JHG
Shin-1995-1468-1424	1424	wide	(100)	B. & Th., C. & S., CL, JHG, K. & K., MS
Shin-1995-1468-1425	1425	wife	(200)	B. & Th., C. & S., K. & K., MS
Shin-1995-1468-1426	1426	wild	(1500)	CL
Shin-1995-1468-1427	1427	wild onion	(1500)	K. & K.
Shin-1995-1468-1428	1428	wild-boar	(1500)	K. & K.
Shin-1995-1468-1429	1429	willow	(1500)	K. & K.
Shin-1995-1468-1430	1430	wind	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1431	1431	window	(1500)	K. & K.
Shin-1995-1468-1432	1432	wineskin	(1500)	K. & K.
Shin-1995-1468-1433	1433	wing	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1434	1434	winnow	(1500)	K. & K.
Shin-1995-1468-1435	1435	winter	(1500)	K. & K.
Shin-1995-1468-1436	1436	wipe	(400)	B. & Th., C. & S., MS
Shin-1995-1468-1437	1437	wish	(400)	B. & Th., CL, JHG
Shin-1995-1468-1438	1438	with	(400)	B. & Th., C. & S., MS
Shin-1995-1468-1439	1439	with what	(1500)	B. & Th.
Shin-1995-1468-1440	1440	with whom	(1500)	B. & Th.
Shin-1995-1468-1441	1441	wither	(1500)	CL
Shin-1995-1468-1442	1442	wolf	(1500)	K. & K.
Shin-1995-1468-1443	1443	woman	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1444	1444	wooden plough	(1500)	K. & K.
Shin-1995-1468-1445	1445	woods	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1446	1446	word	(1500)	B. & Th.
Shin-1995-1468-1447	1447	work	(700)	B. & Th., JHG
Shin-1995-1468-1448	1448	work	(400)	CL, K. & K., MS
Shin-1995-1468-1449	1449	worm	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1450	1450	worn	(1500)	B. & Th.
Shin-1995-1468-1451	1451	wound	(700)	B. & Th., K. & K.
Shin-1995-1468-1452	1452	wrap	(700)	B. & Th., CL
Shin-1995-1468-1453	1453	wring out	(1500)	B. & Th.
Shin-1995-1468-1454	1454	wrist	(1500)	B. & Th.
Shin-1995-1468-1455	1455	write	(200)	B. & Th., CL, JHG, K. & K.
Shin-1995-1468-1456	1456	yam	(1500)	B. & Th.
Shin-1995-1468-1457	1457	yawn	(400)	B. & Th., CL, JHG
Shin-1995-1468-1458	1458	ye	(700)	C. & S., MS
Shin-1995-1468-1459	1459	year	(100)	B. & Th., C. & S., JHG, K. & K., MS
Shin-1995-1468-1460	1460	yell	(1500)	CL
Shin-1995-1468-1461	1461	yellow	(100)	B. & Th., C. & S., CL, JHG, K. & K., MS
Shin-1995-1468-1462	1462	yesterday	(400)	B. & Th., JHG, K. & K.
Shin-1995-1468-1463	1463	yoke	(1500)	K. & K.
Shin-1995-1468-1464	1464	you	(700)	B. & Th., K. & K.
Shin-1995-1468-1465	1465	young	(700)	B. & Th., CL
Shin-1995-1468-1466	1466	young of an ass	(1500)	K. & K.
Shin-1995-1468-1467	1467	young of she-goat	(1500)	K. & K.
Shin-1995-1468-1468	1468	youthful	(1500)	CL
